id,word,pos,ua,definitionUa,semantic_fidelity,idiomatic_ukrainian,grammar_morphology_syntax_punctuation_word_order,pos_alignment,learner_register,russianism_surzhyk_calque_risk,ua_definition_consistency,pedagogical_accuracy,ui_formatting_integrity,pass_a_disposition,category,confidence,rationale,proposed_target,proposed_value
SB-0610,inclusion,n.,включення,"Акт включення, тобто додавання або анексування (чогось) до групи, набору або сукупності.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0611,incur,v.,понести,"Накликати на себе або піддаватися, особливо чомусь незручному, шкідливому чи обтяжливому; стати відповідальним або підлягати.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0614,indigenous,adj.,корінний,"Народився або походить з країни чи регіону, особливо до вторгнення.",DEFECT,PASS,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,pos-alignment,high,"Past-tense «Народився» does not define the adjective, and the invasion qualifier is inaccurate.",definitionUa,"Корінний для певної країни чи регіону; такий, що походить звідти природно або історично."
SB-0620,infect,v.,заразити,"Привести (тіло або його частину) в контакт з речовиною, що викликає хворобу (збудником), щоб збудник почав діяти на організм;",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition ends with a semicolon instead of terminal punctuation.,definitionUa,"Заразити організм збудником хвороби, щоб той почав у ньому розмножуватися або діяти."
SB-0622,influential,adj.,впливовий,Володіння чи здійснення впливу.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,The noun phrase «Володіння чи здійснення впливу» does not define the adjective.,definitionUa,"Такий, що має значний вплив на людей або події."
SB-0623,inherent,adj.,властивий,"Природно, як частина або наслідок чогось.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,grammar-syntax,medium,"«Природно, як частина» is a fragment rather than an adjective definition.",definitionUa,Властивий чомусь від природи й невіддільний від нього.
SB-0626,inject,v.,вводити,"Робити ін’єкцію (комусь або чомусь), особливо ліків або наркотиків.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0628,injustice,n.,несправедливість,Порушення прав іншої людини чи людей.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0629,inmate,n.,в'язень,"Особа, яка перебуває в установі, наприклад, в’язниці (як засуджений) або лікарні (як пацієнт).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0630,insertion,n.,вставка,Акт вставки або щось вставлене.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0631,insider,n.,інсайдер,"Особа, яка володіє спеціальними знаннями про внутрішню роботу групи, організації чи установи.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0632,inspect,v.,оглядати,Вивчати критично або уважно; особливо для пошуку проблем або визначення стану; придивлятися.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0633,inspection,n.,огляд,"Акт вивчення чогось, часто уважно.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0634,inspiration,n.,натхнення,"Акт або процес піднесення чи стимулювання впливу на інтелект, емоції чи творчість.",DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,«Піднесення чи стимулювання впливу» is grammatically opaque and does not explain inspiration.,definitionUa,"Вплив або ідея, що спонукає до творчості, дії чи нового задуму."
SB-0635,instinct,n.,інстинкт,Природний або вроджений імпульс або поведінка.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0636,institutional,adj.,інституційний,"З, відноситься до, характерний або організований за принципами установи.",PASS,DEFECT,DEFECT,DEFECT,PASS,DEFECT,PASS,PASS,PASS,P1,calque-russianism,high,"«З, відноситься до» is malformed and contains the Russian-influenced «відноситься до».",definitionUa,Пов’язаний з установою або характерний для неї.
SB-0639,insufficient,adj.,недостатній,"Недостатньо; типу або виду, якого недостатньо, який не задовольняє вимоги чи потреби.",PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,pos-alignment,high,"«Недостатньо; типу або виду...» is a malformed adverbial fragment, not an adjective definition.",definitionUa,"Такий, якого замало для задоволення вимог або потреб."
SB-0642,intake,n.,споживання,Прийнята кількість.,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Прийнята кількість» is too vague to explain intake in the stated consumption sense.,definitionUa,"Кількість їжі, напою, повітря або іншої речовини, яку споживає чи приймає організм."
SB-0644,integrated,adj.,інтегрований,"складений і скоординований, щоб утворити ціле",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts lowercase and lacks terminal punctuation.,definitionUa,"Складений і скоординований так, щоб утворювати єдине ціле."
SB-0648,intensify,v.,посилити,Стати інтенсивним або більш інтенсивним; діяти зі зростаючою силою чи енергією.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0649,intensity,n.,інтенсивність,Якість інтенсивності.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Якість інтенсивності» is circular and gives learners no usable meaning.,definitionUa,"Ступінь сили, яскравості або вираженості чогось."
SB-0650,intensive,adj.,інтенсивний,Виконується з інтенсивністю або значною мірою; ретельний.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0653,interface,n.,інтерфейс,Точка взаємозв'язку між системами або підсистемами.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0654,interfere,v.,заважати,"Вплутуватися або втягуватись, завдаючи занепокоєння.",PASS,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,idiomatic-ukrainian,medium,«Вплутуватися або втягуватись» is an awkward way to express unwanted intervention.,definitionUa,"Втручатися в ситуацію так, що це заважає або створює проблеми."
SB-0656,interim,adj.,тимчасовий,Тимчасовий.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0658,intermediate,adj.,проміжний,Знаходження між двома крайнощами або в середині діапазону.,PASS,DEFECT,DEFECT,DEFECT,PASS,DEFECT,PASS,PASS,PASS,P1,calque-russianism,high,The noun phrase «Знаходження між» is a Russian-influenced construction and does not define the adjective.,definitionUa,"Розташований або такий, що перебуває між двома рівнями чи крайнощами."
SB-0662,intriguing,adj.,інтригуючий,Викликання бажання знати більше; таємничий.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,The noun phrase «Викликання бажання» does not directly define the adjective.,definitionUa,"Такий, що викликає цікавість і бажання дізнатися більше."
SB-0664,invisible,adj.,невидимий,Неможливо побачити; з поля зору; не видно.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,grammar-syntax,medium,«Неможливо побачити; з поля зору; не видно» is a sequence of mismatched fragments.,definitionUa,"Такий, якого неможливо побачити або який перебуває поза полем зору."
SB-0668,ironically,adv.,іронічно,В іронічній манері; певною мірою демонструючи іронію.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0671,isolation,n.,ізоляція,"Стан ізольованості, відчуженості або відокремленості; стан віддаленості від інших людей.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0672,judicial,adj.,судовий,Що стосується відправлення правосуддя.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0674,jurisdiction,n.,юрисдикція,"Влада, право чи повноваження тлумачити та застосовувати закон.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0676,justification,n.,виправдання,"Причина, пояснення або виправдання, які, на думку когось, надають переконливу, морально прийнятну підтримку для поведінки, віри чи події.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0678,kidney,n.,нирка,"Орган в організмі, який фільтрує кров, утворюючи сечу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0681,landlord,n.,орендодавець,"Особа, яка здає в оренду нерухоме майно; орендодавець.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0685,laser,n.,лазер,"Пристрій, який створює монохроматичний когерентний пучок світла.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0687,lawn,n.,газон,"Земля (зазвичай перед або навколо будинку), вкрита травою, ретельно підкошена.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0688,lawsuit,n.,позов,"У цивільному праві — справа, у якій двоє або більше людей не погоджуються, і одна або більше сторін передають справу до суду для вирішення.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0689,layout,n.,макет,Структуроване розташування елементів у певних межах.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0692,legacy,n.,спадок,Щось успадковане від попередника чи минулого.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0693,legendary,adj.,легендарний,"Маючи неймовірну велич; чудовий до такої міри, щоб викликати історії.",PASS,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,idiomatic-ukrainian,medium,«Неймовірна велич» and «викликати історії» are stiff and do not directly define legendary.,definitionUa,"Надзвичайно відомий або визначний, гідний легенд."
SB-0694,legislation,n.,законодавство,"Закон, прийнятий законодавчим або іншим керівним органом.",DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,PASS,P1,semantic-fidelity,high,"Legislation is a body or process of lawmaking, not one law as the definition states.",definitionUa,Сукупність законів або процес їх ухвалення законодавчим органом.
SB-0695,legislative,adj.,законодавчий,Створення закону або законів або наявність повноважень приймати закони; правотворчість.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,pos-alignment,high,«Створення закону» is a noun phrase and does not define the adjective legislative.,definitionUa,Пов’язаний з ухваленням законів або наділений повноваженнями їх ухвалювати.
SB-0697,legitimate,adj.,законний,Відповідно до закону або встановлених правових форм і вимог.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0700,lesser,adj.,менший,"З двох (або, рідше, більше двох) речей: меншої за розміром (менше), за цінністю, за важливістю тощо.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,P2,grammar-syntax,medium,The construction after the colon has mismatched case and is difficult to parse.,definitionUa,"Менший за розміром, цінністю або важливістю з двох чи кількох предметів."
SB-0704,liberation,n.,звільнення,Акт звільнення або стан звільнення.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0709,limb,n.,кінцівка,"Основний відросток людини або тварини, який використовується для пересування (наприклад, рука, нога або крило).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0711,line-up,n.,склад учасників; програма,"Склад людей або виконавців, які беруть участь у події, команді чи програмі.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0713,listing,n.,список,Запис у списку або каталозі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0714,literacy,n.,грамотність,Уміння читати і писати.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0715,liver,n.,печінка,"Великий орган в організмі, який зберігає та метаболізує поживні речовини, знищує токсини та виробляє жовч. Він відповідає за тисячі біохімічних реакцій.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0718,logic,n.,логіка,"Метод людського мислення, який передбачає лінійне, поетапне мислення про те, як можна вирішити проблему. Логіка є основою багатьох принципів, включаючи науковий метод.",DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,The definition inaccurately reduces logic to linear step-by-step problem solving.,definitionUa,Система принципів правильного міркування та встановлення обґрунтованих висновків.
SB-0719,long-standing,adj.,давній,Існуючи тривалий час; тривалого існування.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,The adverbial participle «Існуючи» does not directly define the adjective and the phrase is redundant.,definitionUa,"Такий, що існує або триває протягом тривалого часу."
SB-0720,long-time,adj.,давній,"Такий, що існує, триває або виконує певну роль протягом тривалого часу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0723,loyalty,n.,вірність,"Вірність або відданість якійсь людині, справі чи нації.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0726,magistrate,n.,суддя,"Судовий службовець з обмеженими повноваженнями для адміністрування та забезпечення виконання закону. Магістратський суд може мати юрисдикцію в цивільних або кримінальних справах, або в обох.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0728,magnitude,n.,величина,"Абсолютний або відносний розмір, ступінь або важливість чогось.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0729,mainland,n.,материк,"Континент; основна земля, на відміну від островів або півострова.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0730,mainstream,"n., adj.",мейнстрим; загальноприйнятий напрям,"Те, що загальне; норма.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0732,mandate,n.,мандат; офіційні повноваження,Офіційна або авторитетна команда; наказ чи розпорядження; комісія; судовий припис; дозвіл.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0733,mandatory,adj.,обов'язковий,обов'язковий; вимагається або наказується владою.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,P2,ui-formatting,medium,The definition starts lowercase and repeats the headword without useful structure.,definitionUa,"Такий, що вимагається правилом, законом або наказом уповноваженого органу."
SB-0736,manipulation,n.,маніпуляція,Практика маніпулювання або стан маніпулювання.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,The definition merely repeats manipulation and gives no usable explanation.,definitionUa,Прихований або нечесний вплив на людину чи ситуацію для досягнення власної мети.
SB-0740,marine,adj.,морський,Приналежність або характеристика моря; існуючі або знайдені в морі; утворені або вироблені морем.,PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,"The definition shifts from a singular noun to plural participles, producing broken adjective agreement.",definitionUa,"Пов’язаний із морем; такий, що існує, утворюється або відбувається в морі."
SB-0741,marketplace,n.,ринок,Світ комерції та торгівлі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0742,mask,n.,маска,"Покриття, або часткове покриття, для обличчя, яке використовується для маскування або захисту.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0743,massacre,n.,різанина,"Вбивство значної кількості (зазвичай обмежене людьми), де спротив чинити незначний або взагалі відсутній, із застосуванням невибіркового насильства, без необхідності та/або всупереч цивілізованим нормам.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0746,maximize,v.,максимізувати,Зробити якомога більшим.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0747,meaningful,adj.,значущий,"Має значення, значний.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0748,meantime,n.,тим часом,"Час, витрачений на очікування іншої події; час між ними.",DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,PASS,PASS,P1,pos-alignment,high,"The noun meantime is paired with the adverbial phrase «тим часом», causing a POS mismatch.",ua+definitionUa,ua: проміжний час | definitionUa: Період між двома подіями або до настання очікуваної події.
SB-0751,melody,n.,мелодія,"Послідовність нот, що складає музичну фразу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0752,memo,n.,записка,Коротка записка; меморандум.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0753,memoir,n.,мемуари,"автобіографія; книга, що описує особистий досвід автора.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts with a lowercase letter.,definitionUa,"Автобіографічна книга, у якій автор описує власний досвід і спогади."
SB-0754,memorial,n.,меморіал,"Щось, наприклад пам'ятник, яким хтось або щось згадується.",PASS,DEFECT,PASS,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P2,calque-russianism,medium,«Яким хтось або щось згадується» is a literal and unidiomatic passive construction.,definitionUa,"Об’єкт або споруда, створені на пам’ять про людину чи подію."
SB-0755,mentor,n.,ментор,Мудрий і надійний порадник або вчитель.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0756,merchant,n.,купець,"Людина, яка торгує товарами з метою отримання прибутку.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0757,mercy,n.,милосердя,"Прощення або співчуття, особливо до тих, кому пощастило менше.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0760,merge,v.,злити,Поєднати в ціле.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0761,merger,n.,злиття,"Юридичне об’єднання двох або більше корпорацій в одну юридичну особу, активи та зобов’язання, як правило, бере на себе сторона-покупець.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,"The merger definition miscoordinates the resulting entity, assets, and liabilities and obscures the legal relationship.",definitionUa,"Юридичне об’єднання двох або більше компаній в одну, за якого активи й зобов’язання переходять до об’єднаної компанії."
SB-0762,merit,n.,заслуга,"Щось, що заслуговує або гідне позитивного визнання чи винагороди.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0763,methodology,n.,методологія,"Набір методів, практик, процедур і правил, які використовують ті, хто працює в певній сфері.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0764,midst,n.,посеред,Місце в середині чого-небудь; може використовуватися в буквальному або метафоричному значенні.,PASS,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source is a noun but ua «посеред» is a preposition/adverb, not a noun equivalent.",ua+definitionUa,ua: середина; центр | definitionUa: Середня частина або оточення чогось; часто у вислові «посеред чогось».
SB-0765,migration,n.,міграція,Випадок переїзду на деякий час жити в інше місце.,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,sense-coverage,medium,The definition unnecessarily limits migration to living elsewhere only for some time.,definitionUa,"Переміщення людей або тварин з одного місця до іншого, тимчасове чи постійне."
SB-0768,mill,n.,млин,"Пристрій для подрібнення таких речовин, як зерно, насіння тощо (деякі малі та прості, а інші великі та складні).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0769,minimal,adj.,мінімальний,"Найменша можлива сума, кількість або ступінь.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,The noun phrase «Найменша можлива сума» does not directly define the adjective.,definitionUa,"Найменший можливий за кількістю, розміром або ступенем."
SB-0770,minimize,v.,мінімізувати,Зробити (щось) менше або якомога менше; скорочуватися; зменшити.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0771,mining,n.,видобуток,Діяльність із вилучення цінних ресурсів (часто мінералів) із землі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
