id,word,pos,ua,definitionUa,pass_a_disposition,pass_a_rationale,pass_b_disposition,pass_b_rationale,evidence_quote,final_disposition,confidence,category,rationale,proposed_target,proposed_value
SB-0719,long-standing,adj.,давній,Існуючи тривалий час; тривалого існування.,P2,The adverbial participle «Існуючи» does not directly define the adjective and the phrase is redundant.,clean-candidate,long-standing → «давній»; definition (existing for a long time; of long existence) is accurate; adjective POS matches.,тривалого існування,P2,high,pos-alignment,the adverbial participle «Існуючи» does not directly define the adjective and the phrase is redundant — confirmed (Pass A P2).,definitionUa,"Такий, що існує або триває протягом тривалого часу."
SB-1640,decades,word family,десятиліть,Періоди тривалістю по десять років.,P1,ua genitive «десятиліть» does not match nominative plural decades.,P2,decades glossed «десятиліть» is genitive plural ('of decades'); the citation form for a plural noun should be nominative «десятиліття».,десятиліть,P2,medium,case-alignment,"DIVERGENCE from Pass A (P1→P2): ua «десятиліть» is genitive plural where the nominative «десятиліття» is the citation form, but the definition is correct and the meaning is clear — a citation-form issue, consistent with the SB-1771 treatment.",ua,десятиліття
SB-0188,civilian,"n., adj.",цивільний,"Людина, яка займається цивільним життям, особливо та, яка не є активним членом збройних сил.",P1,"The source has noun and adjective uses, but ua is adjective-only and the definition noun-only.",clean-candidate,"civilian → «цивільний»; definition (a person in civil life, esp. not an active member of the armed forces) is accurate; n./adj. POS matches.",займається цивільним життям,P1,high,pos-alignment,"civilian is n.,adj. but ua «цивільний» is adjective-only while the definition is noun-only — coverage defect confirmed.",both,"ua: цивільна особа; цивільний | definitionUa: Людина, яка не є військовослужбовцем; також пов’язаний із цивільним життям."
SB-0352,deprive,v.,позбавляти,"Вживається з «від», щоб забрати щось у (когось) і тримати подалі; відмовляти комусь у чомусь.",P1,The usage note incorrectly says deprive is used with Ukrainian «від» rather than the genitive construction позбавляти когось чогось.,clean-candidate,deprive → «позбавляти»; definition (to take something away from someone and keep it from them; to deny) is accurate; verb POS matches.,Вживається з «від»,P1,high,pedagogical-accuracy,the usage note wrongly says deprive is used with «від» rather than the genitive «позбавляти когось чогось» — pedagogical-accuracy defect confirmed.,definitionUa,"Позбавляти когось чогось або не давати йому того, що він має чи потребує."
SB-0733,mandatory,adj.,обов'язковий,обов'язковий; вимагається або наказується владою.,P2,The definition starts lowercase and repeats the headword without useful structure.,clean-candidate,mandatory → «обов'язковий»; definition (compulsory; required or ordered by authority) is accurate though it restates the gloss; adjective POS matches.,вимагається або наказується владою,P2,high,ui-formatting,the definition starts lowercase and repeats the headword without useful structure — confirmed (Pass A P2).,definitionUa,"Такий, що вимагається правилом, законом або наказом уповноваженого органу."
SB-1502,emerged,word family,виник,Прийти в поле зору.,P2,Past headword emerged is defined with present infinitive «Прийти».,clean-candidate,emerged → «виник»; definition (to come into view) conveys the sense; consistent gloss for the family.,Прийти в поле зору.,P2,high,tense-alignment,the past headword emerged is defined with the present infinitive «Прийти» — tense misalignment confirmed (Pass A P2).,definitionUa,"З’явився, виник або став помітним."
SB-1310,worship,"n., v.",поклоніння,Шанувати (божество тощо) з найвищою пошаною та шануванням; виконувати релігійні вправи на честь.,P1,"The source is noun and verb, but ua is noun-only while the definition is verb-only.",clean-candidate,worship → «поклоніння»; definition (to honour a deity with reverence; perform religious devotions) is accurate; noun/verb POS matches.,виконувати релігійні вправи,P1,high,pos-alignment,"worship is n.,v. but ua «поклоніння» is noun-only while the definition is verb-only — coverage defect confirmed.",both,ua: поклоніння; поклонятися | definitionUa: Виявляти найвищу релігійну шану; також акт такого вшанування.
SB-1303,widow,n.,вдова,"Особа, яка втратила чоловіка і не одружилася повторно:",P2,The definition ends with a colon instead of terminal punctuation.,P2,widow definition ends with a dangling colon «...повторно:» and no following text; content otherwise conveys the sense.,не одружилася повторно:,P2,high,ui-formatting,the definition ends with a dangling colon and no following text — both passes agree P2.,definitionUa,"Жінка, чоловік якої помер і яка не одружилася повторно."
SB-0048,align,v.,вирівняти,Підлаштовуватися під лінію; діапазон або форму в лінію; привести у відповідність.,P1,The definition includes the unrelated noun «діапазон» and does not clearly separate physical alignment from agreement.,clean-candidate,align → «вирівняти»; definition (to bring into a line or into agreement) conveys the sense; verb POS matches.,діапазон,P1,high,semantic-fidelity,the definition includes the unrelated noun «діапазон» and does not clearly separate physical alignment from agreement — confirmed over Pass B's clean.,both,ua: вирівнювати; узгоджувати | definitionUa: Розташовувати по прямій лінії або приводити у відповідність.
SB-0800,noble,adj.,благородний,"Наявність почесних якостей; мати моральну висоту та свободу від будь-чого дрібного, підлого чи сумнівного в поведінці та характері.",P1,The definition alternates between a noun phrase and an infinitive instead of defining the adjective.,clean-candidate,noble → «благородний»; definition (having honourable qualities; moral elevation and freedom from anything petty or base) is accurate; adjective POS matches.,Наявність почесних якостей,P1,high,pos-alignment,the definition alternates a noun phrase with an infinitive instead of defining the adjective noble — confirmed.,definitionUa,"Такий, що має високі моральні якості й не виявляє ницості чи підлості."
SB-1100,specification,n.,специфікація,"Чіткий набір вимог, яким має задовольняти матеріал, продукт або послуга.",P1,A material or product cannot «задовольняти вимогам»; Ukrainian requires «відповідати вимогам».,clean-candidate,specification → «специфікація»; definition (clear set of requirements to be satisfied) is accurate; noun POS matches.,має задовольняти матеріал,P1,high,grammar-syntax,a material or product cannot «задовольняти вимогам»; Ukrainian requires «відповідати вимогам» — grammar defect confirmed.,definitionUa,"Чіткий набір вимог, яким має відповідати матеріал, продукт або послуга."
SB-1477,sufficient,word family,достатній,"Достатнього типу або виду, який задовольняє вимоги чи потреби.",P2,«Достатнього типу або виду» is circular and unnatural.,clean-candidate,sufficient → «достатній»; definition (of a kind or amount that satisfies requirements or needs) is accurate; adjective POS matches.,Достатнього типу або виду,P2,high,pedagogical-definition,«Достатнього типу або виду» is circular and unnatural — pedagogical confirmed (Pass A P2).,definitionUa,"Такий, якого досить для задоволення вимог або потреб."
SB-0241,configuration,n.,конфігурація,"Взаємне розташування набору речей; те, як речі розташовані або зібрані;",P2,The definition ends with a semicolon instead of terminal punctuation.,clean-candidate,configuration → «конфігурація»; definition (the mutual arrangement of a set of things; how things are arranged or assembled) is accurate; noun POS matches.,розташовані або зібрані;,P2,high,ui-formatting,"the definition ends with a semicolon instead of terminal punctuation — cosmetic P2, confirmed.",definitionUa,"Взаємне розташування набору речей; спосіб, у який вони розташовані або зібрані."
SB-0527,fragile,adj.,крихкий,"Легко ламається, не міцний; з ніжного матеріалу.",P2,The adjective «не міцний» should be written together as «неміцний» in this meaning.,clean-candidate,fragile → «крихкий»; definition (easily broken; not strong; of delicate material) is accurate; adjective POS matches.,не міцний,P2,high,orthography,the adjective «не міцний» should be written together as «неміцний» in this meaning — orthography defect confirmed (Pass A P2).,definitionUa,"Такий, що легко ламається або пошкоджується; неміцний."
SB-0812,notorious,adj.,горезвісний,Про особу чи організацію: загально чи широко відома чимось негативним; сумно відомий.,P1,The definition mixes feminine and masculine agreement and handles person and organization inconsistently.,clean-candidate,notorious → «горезвісний»; definition (widely known for something negative; infamous) is accurate; adjective POS matches.,загально чи широко відома,P1,high,grammar-syntax,the definition mixes feminine and masculine agreement and handles person and organization inconsistently — confirmed.,definitionUa,Широко відомий чимось поганим або ганебним.
SB-0662,intriguing,adj.,інтригуючий,Викликання бажання знати більше; таємничий.,P2,The noun phrase «Викликання бажання» does not directly define the adjective.,clean-candidate,intriguing → «інтригуючий»; definition (arousing a desire to know more; mysterious) is accurate; adjective POS matches.,Викликання бажання знати більше,P2,high,pos-alignment,the noun phrase «Викликання бажання» does not directly define the adjective intriguing — confirmed (Pass A P2).,definitionUa,"Такий, що викликає цікавість і бажання дізнатися більше."
SB-0055,allocate,v.,виділити,Відкладати для певної мети.,P1,«Відкладати» suggests postponement and does not reliably express allocating resources for a purpose.,clean-candidate,allocate → «виділити»; definition (to set aside for a particular purpose) is accurate; verb POS matches.,Відкладати для певної мети,P1,high,semantic-fidelity,«Відкладати» suggests postponement and does not reliably express allocating for a purpose — semantic defect confirmed.,definitionUa,Призначати або виділяти щось для певної мети.
SB-0030,adjustment,n.,коригування,Дія регулювання чогось,P2,The definition is missing terminal punctuation.,clean-candidate,adjustment → «коригування»; definition (the act of adjusting something) is accurate; noun POS matches; missing period trivial.,Дія регулювання чогось,P2,high,ui-formatting,"the definition is missing terminal punctuation — cosmetic P2, confirmed.",definitionUa,Дія регулювання або незначної зміни чогось.
SB-0252,consecutive,adj.,послідовний,"Слідом, по черзі, без перерви.",P2,"«Слідом, по черзі, без перерви» is a fragment and not an idiomatic adjective definition.",clean-candidate,"consecutive → «послідовний»; definition (following one after another, in turn, without a break) is accurate; adjective POS matches.","Слідом, по черзі, без перерви",P2,high,grammar-syntax,"«Слідом, по черзі, без перерви» is a fragment and not an idiomatic adjective definition — confirmed (Pass A P2).",definitionUa,"Такий, що відбувається один за одним без перерви."
SB-0337,deficit,n.,дефіцит,"Ситуація, коли або сума, за якої витрати перевищують (наприклад, державні) доходи.",P1,"«Ситуація, коли або сума, за якої» is grammatically malformed and not usable as a definition.",clean-candidate,deficit → «дефіцит»; definition (a situation/amount where expenditure exceeds income) conveys the sense despite slightly awkward phrasing; noun POS matches.,"Ситуація, коли або сума, за якої",P1,high,grammar-syntax,"«Ситуація, коли або сума, за якої» is grammatically malformed and not usable as a definition — confirmed.",definitionUa,"Нестача коштів або сума, на яку витрати перевищують доходи."
SB-1778,notwithstanding,word family,незважаючи на це,"Тим не менш, все так само.",P2,«Все так само» is not an idiomatic equivalent of nevertheless in this entry.,clean-candidate,"notwithstanding → «незважаючи на це»; definition (nevertheless, all the same) is accurate; lowercase trivial.",все так само,P2,high,idiomatic-ukrainian,«все так само» is not an idiomatic equivalent of nevertheless in this entry — confirmed (Pass A P2).,definitionUa,Попри це; проте або все ж.
SB-1438,core,word family,ядро,У загальному вживанні суттєва частина речі в оточенні інших істотних речей.,P1,«В оточенні інших істотних речей» is nonsensical and does not explain core.,clean-candidate,core → «ядро»; definition (the essential part of a thing surrounded by other essential things) is accurate; noun POS matches.,в оточенні інших істотних речей,P1,high,semantic-fidelity,«в оточенні інших істотних речей» is nonsensical and does not explain core — confirmed.,definitionUa,Центральна або найважливіша частина чогось.
SB-0995,rental,n.,оренда,Плата за оренду чогось.,P1,"ua «оренда» denotes renting, while the definition covers only the fee paid for it.",clean-candidate,rental → «оренда»; definition (a payment for renting something) is accurate; noun POS matches.,Плата за оренду чогось,P1,high,ua-definition-consistency,"ua «оренда» denotes renting, while the definition covers only the fee paid — ua↔definition inconsistency confirmed.",both,ua: оренда; орендна плата | definitionUa: Користування майном за плату; також плата за таке користування.
SB-0441,encompass,v.,охоплювати,"Включити в його сферу дії; обвести або обійти так, щоб оточити; підкладати; містити.",P1,The definition contains unclear pronoun reference and the unrelated verb «підкладати».,clean-candidate,encompass → «охоплювати»; definition (to include within its scope; to encircle or surround; to contain) is accurate; verb POS matches.,підкладати,P1,high,semantic-fidelity,the definition contains unclear pronoun reference and the unrelated verb «підкладати» — confirmed.,definitionUa,"Охоплювати, включати до свого складу або оточувати."
SB-0543,glance,"n., v.",погляд,"Звернути (очі чи погляд) на щось, часто ненадовго.",P1,"The source is noun and verb, but ua is noun-only and the definition verb-only.",clean-candidate,"glance → «погляд»; definition (to direct the eyes at something, often briefly) covers the n.,v. senses; POS tag matches.",Звернути (очі чи погляд),P1,high,pos-alignment,"glance is n.,v. but ua «погляд» is noun-only while the definition is verb-only — coverage defect confirmed.",both,ua: швидкий погляд; швидко глянути | definitionUa: Короткий погляд; також швидко подивитися на когось або щось.
SB-1737,duration,word family,тривалість,Проміжок часу або певний проміжок часу.,P2,The definition tautologically repeats «проміжок часу».,clean-candidate,duration → «тривалість»; definition (a span of time or a particular length of time) is accurate; noun POS matches.,Проміжок часу або певний проміжок часу,P2,high,pedagogical-definition,the definition tautologically repeats «проміжок часу» — pedagogical confirmed (Pass A P2).,definitionUa,"Кількість часу, протягом якого щось триває."
SB-1563,medical,word family,медичний,Про медичну практику або пов’язану з нею.,P1,The definition begins with a noun «Про» construction and then uses feminine agreement.,clean-candidate,medical → «медичний»; definition (of or relating to the practice of medicine) is accurate; adjective POS matches.,Про медичну практику,P1,high,grammar-syntax,the definition begins with a «Про» noun construction and then uses feminine agreement instead of defining the adjective — confirmed.,definitionUa,Пов’язаний із медициною або медичною практикою.
SB-0848,parliamentary,adj.,парламентський,"З, пов’язані з парламентом або ухвалені ним.",P1,"«З, пов’язані з парламентом» is a malformed fragment with number disagreement.",clean-candidate,parliamentary → «парламентський»; definition (of/relating to or enacted by a parliament) is accurate; adjective POS matches.,"З, пов’язані з парламентом",P1,high,grammar-syntax,"«З, пов’язані з парламентом» is a malformed fragment with number disagreement — confirmed.",definitionUa,"Пов’язаний із парламентом, здійснюваний або ухвалений ним."
SB-1723,analogous,word family,аналогічний,"Наявність аналога, статус аналога; відповідний чомусь іншому; має певну схожість або схожу пропорцію (часто після «до».)",P1,"The usage note says analogous is followed by Ukrainian «до», obscuring the required English pattern analogous to.",clean-candidate,analogous → «аналогічний»; definition (corresponding to something else; having a similarity or like proportion) is accurate; adjective POS matches.,часто після «до»,P1,high,pedagogical-accuracy,"the usage note says analogous is followed by Ukrainian «до», obscuring the English pattern analogous to — pedagogical-accuracy defect confirmed.",definitionUa,Подібний до чогось за певними ознаками або відношеннями; англійською вживається з «to».
SB-1540,alter,word family,змінювати,Щоб змінити форму або структуру.,P2,The purpose construction «Щоб змінити» does not directly define the verb.,P2,"alter definition «Щоб змінити форму або структуру» reads as a purpose clause ('in order to change'), a calque of the English infinitive style rather than a definition.",Щоб змінити форму або структуру,P2,high,grammar-syntax,«Щоб змінити форму або структуру» reads as a purpose clause rather than a definition — both passes agree P2.,definitionUa,"Змінювати форму, властивість або структуру чогось."
SB-0753,memoir,n.,мемуари,"автобіографія; книга, що описує особистий досвід автора.",P2,The definition starts with a lowercase letter.,clean-candidate,memoir → «мемуари»; definition (autobiography; a book describing the author's personal experience) is accurate; lowercase start trivial.,автобіографія; книга,P2,high,ui-formatting,"the definition starts with a lowercase letter — cosmetic P2, confirmed.",definitionUa,"Автобіографічна книга, у якій автор описує власний досвід і спогади."
SB-1481,technology,word family,технології,"Будь-які корисні навички чи механізми, які люди розробили чи винайшли (зокрема, у донаукові епохи).",P2,Singular technology is paired with plural ua «технології».,clean-candidate,"technology → «технології»; definition (useful skills or mechanisms people have developed, incl. in pre-scientific eras) is accurate; noun POS matches.",у донаукові епохи,P2,high,number-agreement,singular technology is paired with plural ua «технології» — number-agreement confirmed (Pass A P2).,ua,технологія
SB-0114,barrel,n.,бочка,"Кругла (циліндрична) посудина, така як бочка, більша за довжину, ніж завширшки, і опукла в середині, зроблена з держаків, зв’язаних обручами, і має плоскі кінці (голови).",P1,The barrel definition reverses the dimensions and mistranslates staves as «держаки».,P2,"barrel definition is near-circular («посудина, така як бочка») and uses «держаків» (handles) where barrel staves are «клепки».",зроблена з держаків,P1,high,semantic-fidelity,the definition reverses the dimensions and mistranslates staves as «держаки» — confirmed over Pass B's P2.,definitionUa,"Циліндрична посудина, довша, ніж ширша, опукла посередині й складена з клепок, стягнутих обручами."
SB-0026,acute,adj.,гострий,інтенсивний; чутливий; різкий.,P2,"The definition starts with a lowercase letter, inconsistent with the learner UI sentence style.",clean-candidate,acute → «гострий»; definition (intense; keen; sharp) is accurate; adjective POS matches.,інтенсивний; чутливий; різкий,P2,high,ui-formatting,"the definition starts with a lowercase letter, inconsistent with the learner UI sentence style — cosmetic P2, confirmed.",definitionUa,Інтенсивний; чутливий; різкий.
SB-1155,superb,adj.,чудовий,Першокласний; найвищої якості; виключно добре.,P2,Adverbial «виключно добре» does not agree with the adjective and is less idiomatic than «винятково добрий».,clean-candidate,superb → «чудовий»; definition (first-class; of the highest quality; exceptionally good) is accurate; adjective POS matches.,виключно добре,P2,high,pos-alignment,adverbial «виключно добре» does not agree with the adjective superb and is less idiomatic than «винятково добрий» — confirmed (Pass A P2).,definitionUa,"Першокласний, винятково добрий або найвищої якості."
SB-0087,assassination,n.,вбивство,"Вбивство людини, особливо з політичних мотивів або заради особистої вигоди.",P1,"The bare Ukrainian «вбивство» loses the defining targeted, often political character of assassination.",clean-candidate,"assassination → «вбивство»; definition (the killing of a person, esp. for political motives or personal gain) is accurate; noun POS matches.",з політичних мотивів,P1,high,sense-coverage,"the bare gloss «вбивство» loses the targeted, often political character of assassination — sense-coverage confirmed.",ua,політичне або замовне вбивство
SB-1678,ambiguous,word family,неоднозначний,Відкритий для багатьох інтерпретацій.,P2,«Багатьох інтерпретацій» overstates the sense; ambiguity requires more than one plausible meaning.,clean-candidate,ambiguous → «неоднозначний»; definition (open to many interpretations) is accurate; adjective POS matches.,Відкритий для багатьох інтерпретацій,P2,high,semantic-fidelity,«багатьох інтерпретацій» overstates the sense; ambiguity requires more than one plausible meaning — confirmed (Pass A P2).,definitionUa,"Такий, що допускає кілька різних тлумачень і не має одного ясного значення."
SB-0980,regulatory,adj.,регулятивний,Регулювання чи відношення до нього.,P1,The noun phrase contains Russian-influenced «відношення до» and does not define the adjective.,clean-candidate,regulatory → «регулятивний»; definition (regulating or relating to regulation) is accurate; adjective POS matches.,Регулювання чи відношення до нього,P1,high,calque-russianism,the noun phrase contains the Russian-influenced «відношення до» and does not define the adjective regulatory — confirmed.,definitionUa,Пов’язаний із регулюванням або призначений для нього.
SB-0084,ash,n.,попіл,Суцільні залишки пожежі.,P1,"«Суцільні залишки» means continuous remains, not the solid residue left after burning.",clean-candidate,ash → «попіл»; definition (the residue of a fire) is accurate; «Тверді» would be more precise than «Суцільні» but the sense is clear; noun POS matches.,Суцільні залишки пожежі,P1,high,semantic-fidelity,"«Суцільні залишки» means continuous remains, not the solid residue left after burning — semantic defect confirmed.",definitionUa,Твердий порошкоподібний залишок після згоряння речовини.
SB-1545,compounds,word family,сполуки,"Все, що зроблено шляхом поєднання кількох речей.",P1,"Plural compounds is defined with singular «Все, що».",clean-candidate,compounds → «сполуки»; definition (anything made by combining several things) is accurate; plural noun POS matches.,"Все, що зроблено",P1,high,number-agreement,"plural compounds is defined with singular «Все, що» — number-agreement confirmed.",definitionUa,"Речовини або об’єкти, утворені поєднанням двох чи більше складників."
SB-0290,correspondence,n.,листування,"Взаємний обмін люб'язністю, особливо розмова між людьми за допомогою листів.",P1,«Обмін люб’язністю» means exchange of courtesy and does not define correspondence.,P2,"correspondence gloss «листування» is correct, but the definition opens with «взаємний обмін люб'язністю» (exchange of courtesy), an imprecise/odd rendering of 'exchange of communication'.",Взаємний обмін люб'язністю,P1,high,semantic-fidelity,«обмін люб’язністю» means exchange of courtesy and does not define correspondence — confirmed over Pass B's P2.,definitionUa,Обмін листами або іншими письмовими повідомленнями.
SB-1327,contract,word family,договір; укладати контракт; скорочуватися,"Угода між двома чи більше сторонами про виконання певної роботи або замовлення, часто тимчасова або на фіксований термін і зазвичай регулюється письмовою угодою.",P1,"The word-family ua lists noun and two verb senses, but the definition covers only an agreement.",clean-candidate,"contract → «договір; укладати контракт; скорочуватися»; definition (an agreement between parties to perform work, usually written) is accurate; the family covers noun+verb senses.",виконання певної роботи або замовлення,P1,high,sense-coverage,"the word-family ua lists a noun and two verb senses, but the definition covers only an agreement — coverage confirmed.",definitionUa,Юридична угода; також укладати таку угоду або зменшуватися в розмірі.
SB-0186,citizenship,n.,громадянство,Стан громадянства; статус громадянина.,P2,«Стан громадянства» is circular and does not explain the legal status.,clean-candidate,citizenship → «громадянство»; definition (the state or status of being a citizen) is accurate; noun POS matches.,Стан громадянства; статус громадянина,P2,high,pedagogical-definition,«Стан громадянства» is circular and does not explain the legal status of citizenship — confirmed (Pass A P2).,definitionUa,Правовий статус людини як громадянина певної держави.
SB-0158,burst,v.,лопнути,Зламати від внутрішнього тиску.,P1,«Зламати від внутрішнього тиску» is transitive and does not match лопнути or the burst sense.,clean-candidate,burst → «лопнути»; definition (to break from internal pressure) is accurate; verb POS matches.,Зламати від внутрішнього тиску,P1,high,grammar-syntax,«Зламати від внутрішнього тиску» is transitive and does not match the intransitive лопнути/burst sense — confirmed.,definitionUa,Раптово розірватися або лопнути під внутрішнім тиском.
SB-0882,portfolio,n.,портфоліо,"Група інвестицій та інших активів, якими володіє інвестор.",clean-candidate,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",P2,"portfolio definition describes an investment portfolio, but the gloss «портфоліо» is the creative/works sense; the investment sense in Ukrainian is «(інвестиційний) портфель».",Група інвестицій,P2,medium,ua-definition-sense-mismatch,"DIVERGENCE from Pass A (clean→P2): the definition «Група інвестицій та інших активів» is the finance sense, but the gloss «портфоліо» is the creative/works sense; standard Ukrainian finance uses «портфель» — Pass B's ua↔definition mismatch upheld.",ua,портфель (інвестиційний)
SB-1603,federal,word family,федеральний,"Відноситься до рівня національного уряду у федеративній країні, на відміну від рівня штату, провінції, округу, міста чи селища.",P1,«Відноситься до» is a Russian-influenced calque.,clean-candidate,"federal → «федеральний»; definition (of the national-government level in a federation, vs state/province) is accurate; adjective POS matches.",Відноситься до рівня національного уряду,P1,high,calque-russianism,«Відноситься до» is a Russian-influenced calque — confirmed.,definitionUa,Пов’язаний із федеральним або загальнонаціональним рівнем влади у федерації.
SB-1223,trailer,n.,трейлер,"Безмоторний колісний транспортний засіб (не караван або кемпер), який буксирується позаду іншого та використовується для перевезення обладнання тощо, яке не можна перевозити на передньому транспортному засобі.",P1,«Передній транспортний засіб» is a literal false rendering of the towing vehicle.,clean-candidate,trailer → «трейлер»; definition (an unpowered wheeled vehicle towed behind another to carry equipment) is accurate; noun POS matches.,передньому транспортному засобі,P1,high,calque-russianism,«передній транспортний засіб» is a literal false rendering of the towing vehicle — confirmed.,definitionUa,"Безмоторний колісний транспортний засіб, який буксирує інший транспортний засіб для перевезення вантажу."
SB-1041,scattered,adj.,розкиданий,"Розпорошені, розбиті на роз'єднані одиниці.",P1,"Plural «Розпорошені, розбиті» does not agree with singular розкиданий.",clean-candidate,"scattered → «розкиданий»; definition (dispersed, broken into disconnected units) is accurate; adjective POS matches.","Розпорошені, розбиті на роз'єднані одиниці",P1,high,grammar-syntax,"plural «Розпорошені, розбиті» does not agree with the singular adjective розкиданий — confirmed.",definitionUa,Розміщений у різних місцях і не зосереджений разом.
SB-0478,exclusively,adv.,виключно,на виключення будь-чого або будь-кого іншого; виключно або цілком,P1,Lowercase «на виключення» is an unidiomatic calque and the definition lacks terminal punctuation.,clean-candidate,exclusively → «виключно»; definition (to the exclusion of anything or anyone else) is accurate; adverb POS matches.,на виключення будь-чого,P1,high,calque-russianism,lowercase «на виключення» is an unidiomatic calque and the definition lacks terminal punctuation — confirmed.,definitionUa,"Лише для когось або чогось, без залучення інших; винятково."
SB-1082,slot,n.,слот,"Вузька западина, перфорація або отвір; особливо, один для прийому шматка, що підходить або ковзає в нього.",P1,"«Особливо, один для прийому шматка» has invalid pronoun reference and unusable syntax.",clean-candidate,"slot → «слот»; definition (a narrow recess, perforation or opening to receive a fitting piece) is accurate; noun POS matches.",один для прийому шматка,P1,high,grammar-syntax,"«особливо, один для прийому шматка» has invalid pronoun reference and unusable syntax — confirmed.",definitionUa,"Вузький отвір або паз, у який вставляють предмет; також визначене місце чи час."
SB-0320,cynical,adj.,цинічний,"Скептично ставиться до чесності, щирості або мотивів інших.",P2,The finite-verb phrase «Скептично ставиться» lacks a subject and does not directly define the adjective.,clean-candidate,"cynical → «цинічний»; definition (sceptical of the honesty, sincerity or motives of others) is accurate; adjective POS matches.",Скептично ставиться,P2,high,pos-alignment,the finite-verb phrase «Скептично ставиться» lacks a subject and does not directly define the adjective cynical — confirmed (Pass A P2).,definitionUa,"Схильний сумніватися в чесності, щирості або мотивах інших."
SB-1777,likewise,word family,так само,також; крім того; теж.,P2,The definition starts with a lowercase letter.,clean-candidate,likewise → «так само»; definition (also; moreover; too) is accurate; adverb sense matches; lowercase trivial.,також; крім того; теж,P2,high,ui-formatting,"the definition starts with a lowercase letter — cosmetic P2, confirmed.",definitionUa,Так само; також або подібним чином.
