id,word,pos,ua,definitionUa,semantic_fidelity,idiomatic_ukrainian,grammar_morphology_syntax_punctuation_word_order,pos_alignment,learner_register,russianism_surzhyk_calque_risk,ua_definition_consistency,pedagogical_accuracy,ui_formatting_integrity,pass_a_disposition,category,confidence,rationale,proposed_target,proposed_value
SB-0156,bureaucracy,n.,бюрократія,Уряд через бюро або їхніх адміністраторів чи службовців.,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P1,calque-russianism,high,«Уряд через бюро» is a literal and unidiomatic rendering that does not explain bureaucracy.,definitionUa,"Система управління, у якій важливу роль відіграють численні установи, правила й посадовці."
SB-0158,burst,v.,лопнути,Зламати від внутрішнього тиску.,DEFECT,PASS,DEFECT,PASS,PASS,PASS,DEFECT,PASS,PASS,P1,grammar-syntax,high,«Зламати від внутрішнього тиску» is transitive and does not match лопнути or the burst sense.,definitionUa,Раптово розірватися або лопнути під внутрішнім тиском.
SB-0160,calculation,n.,розрахунок,Акт або процес обчислення.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0161,canvas,n.,полотно,"Тип грубої тканини, витканої з конопель, використовується для виготовлення вітрил і наметів або як поверхня для картин.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0162,capability,n.,здатність,Сила або здатність генерувати результат.,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,P2,idiomatic-ukrainian,medium,«Генерувати результат» is an avoidable technical calque in a general learner definition.,definitionUa,Здатність або можливість досягти певного результату.
SB-0163,capitalism,n.,капіталізм,"Економічна система, заснована на приватній власності на засоби виробництва та їх експлуатації з метою отримання прибутку.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0165,cargo,n.,вантаж,"Вантаж, що перевозиться кораблем, літаком або автомобілем.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,The definition repeats «вантаж» and adds no useful explanation of cargo.,definitionUa,"Товари або речі, які перевозять судном, літаком чи транспортним засобом."
SB-0168,casino,n.,казино,Громадська будівля або зал для азартних ігор.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0170,catalogue,n.,каталог,"Повний (як правило, алфавітний або хронологічний) список елементів.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0172,cattle,n.,худоба,"Домашня тварина виду Bos taurus (корови, бики, бички, воли тощо) та інші копитні ссавці роду Bos.",DEFECT,PASS,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,number-agreement,high,The plural mass noun cattle is defined as one domestic animal and then broadened inconsistently.,definitionUa,"Свійські тварини виду Bos taurus, зокрема корови, бики й воли."
SB-0176,cemetery,n.,кладовище,"Місце, де ховають померлих; цвинтар або меморіальний парк.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0178,chaos,n.,хаос,Будь-який стан розладу; плутана або аморфна суміш або конгломерат.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0179,characterize,v.,характеризувати,Бути типовим для.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0180,charm,n.,чарівність,"Здатність переконувати, радувати або викликати захоплення.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0181,charter,n.,статут,"Документ, виданий певною владою, що створює державну чи приватну установу та визначає її цілі та привілеї.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0182,chronic,adj.,хронічний,"Про проблему, яка триває протягом тривалого періоду часу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0183,chunk,n.,шматок,Велика або значна частина чогось.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0185,circulation,n.,обіг,Акт переходу з місця на місце або від людини до людини; вільна дифузія; спосіб передавання.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0186,citizenship,n.,громадянство,Стан громадянства; статус громадянина.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Стан громадянства» is circular and does not explain the legal status.,definitionUa,Правовий статус людини як громадянина певної держави.
SB-0187,civic,adj.,громадянський,"Про або щодо громадянина, або про добросовісне громадянство та його права та обов'язки.",PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,idiomatic-ukrainian,medium,«Про або щодо» is a fragmentary calque rather than an adjective definition.,definitionUa,"Пов’язаний із громадянами, громадою, їхніми правами та обов’язками."
SB-0188,civilian,"n., adj.",цивільний,"Людина, яка займається цивільним життям, особливо та, яка не є активним членом збройних сил.",DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source has noun and adjective uses, but ua is adjective-only and the definition noun-only.",ua+definitionUa,"ua: цивільна особа; цивільний | definitionUa: Людина, яка не є військовослужбовцем; також пов’язаний із цивільним життям."
SB-0190,clash,n.,зіткнення,"опозиція; протиріччя; наприклад, між різними або суперечливими інтересами, поглядами, цілями тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts with a lowercase letter.,definitionUa,"Протистояння або суперечність між різними інтересами, поглядами чи цілями."
SB-0192,cling,v.,чіплятися,"Тримати дуже міцно, щоб не впасти.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0196,coalition,n.,коаліція,"Тимчасова група або спілка організацій, яка зазвичай створюється для певної переваги.",DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Для певної переваги» is vague and does not state the shared-purpose nature of a coalition.,definitionUa,"Тимчасовий союз організацій або груп, створений для досягнення спільної мети."
SB-0198,cocktail,n.,коктейль,Змішаний алкогольний напій.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0199,cognitive,adj.,когнітивний,"Відноситься до тієї частини розумових функцій, яка має справу з логікою, на відміну від афективної, яка має справу з емоціями.",DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P1,calque-russianism,high,«Відноситься до» is a Russian-influenced calque and the definition is unnecessarily narrow.,definitionUa,"Пов’язаний із пізнанням, мисленням, пам’яттю та іншими розумовими процесами."
SB-0200,coincide,v.,збігатися,Відбутися одночасно.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0201,collaborate,v.,співпрацювати,Працювати разом з іншими для досягнення спільної мети.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0204,collision,n.,зіткнення,"Будь-яка подія, під час якої два або більше тіл діють один на одного за відносно короткий час. При зіткненні фізичний контакт двох тіл не є необхідним.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0205,colonial,adj.,колоніальний,З колонії або відноситься до неї.,PASS,DEFECT,DEFECT,PASS,PASS,DEFECT,PASS,PASS,PASS,P1,calque-russianism,high,"«Відноситься до» is a Russian-influenced calque, and the coordination is grammatically defective.",definitionUa,"Такий, що стосується колонії або колоніалізму."
SB-0206,columnist,n.,колумніст,"Регулярний автор колонки, наприклад, у журналі чи газеті.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0210,commentator,n.,коментатор,"Особа, яка надає миттєвий опис публічної події, зокрема спортивної, для аудиторії ЗМІ.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0211,commerce,n.,комерція,Обмін або купівля-продаж товарів; особливо великомасштабний обмін товарами між різними місцями чи спільнотами; розширена торгівля або рух.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0212,commissioner,n.,комісар,"Посадовець, відповідальний за урядове відомство, особливо поліцію.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0215,companion,n.,компаньйон,"Друг, знайомий або партнер; хтось, з ким проводять час або супроводжують",PASS,PASS,DEFECT,PASS,PASS,PASS,PASS,DEFECT,DEFECT,P1,grammar-syntax,high,The definition lacks a period and ends with a subjectless plural verb that does not agree with хтось.,definitionUa,"Людина, з якою проводять час або яка супроводжує когось; товариш чи партнер."
SB-0217,compassion,n.,співчуття,"Глибоке усвідомлення страждань інших людей настільки, що вони мотивовані полегшити такі стани.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,"Plural «вони» has no valid antecedent after singular «усвідомлення», breaking the definition.",definitionUa,"Глибоке співчуття до чужих страждань, що спонукає допомогти."
SB-0218,compel,v.,змушувати,"Змушувати, обмежувати або примушувати.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0222,competence,n.,компетентність,"Якість або стан компетентності, тобто здатності або придатності для виконання загальної ролі.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0232,compute,v.,обчислювати,"Рахувати, обчислювати.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0233,conceal,v.,приховувати,"Приховати щось від очей або від загального відома, намагатися зберегти щось у таємниці.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0238,condemn,v.,засуджувати,Різко критикувати або засуджувати; розкритикувати.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0239,confer,v.,надавати,Надати у власність; дарувати.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0241,configuration,n.,конфігурація,"Взаємне розташування набору речей; те, як речі розташовані або зібрані;",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition ends with a semicolon instead of terminal punctuation.,definitionUa,"Взаємне розташування набору речей; спосіб, у який вони розташовані або зібрані."
SB-0242,confine,v.,обмежити,Обмежити (когось або щось) певною сферою чи областю; зберігати в певних межах.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0243,confirmation,n.,підтвердження,"Перевірка того, що щось правдиве або трапилося.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0245,confrontation,n.,конфронтація,"Акт протистояння або виклику іншому, особливо віч-на-віч.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0248,congressional,adj.,конгресовий,З конгресу або стосовно нього.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0250,conscience,n.,совість,"Етичне або моральне почуття правильного і неправильного, головним чином, оскільки воно впливає на власну поведінку людини та формує її ставлення до її минулих дій.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0251,consciousness,n.,свідомість,Стан свідомості або усвідомлення; обізнаність.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0252,consecutive,adj.,послідовний,"Слідом, по черзі, без перерви.",PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,grammar-syntax,medium,"«Слідом, по черзі, без перерви» is a fragment and not an idiomatic adjective definition.",definitionUa,"Такий, що відбувається один за одним без перерви."
SB-0253,consensus,n.,консенсус,"Загальна згода між членами певної групи чи спільноти, кожен член якої має певну свободу дій у прийнятті рішень і подальших діях.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0257,consolidate,v.,консолідувати,Об'єднати в єдине ціле; щоб об’єднатися або приєднатися.,DEFECT,PASS,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,The second clause «щоб об’єднатися» breaks the infinitive definition and changes the agent.,definitionUa,Об’єднувати окремі частини в єдине ціле; зміцнювати досягнуте.
SB-0258,constituency,n.,виборчий округ,"Округ, представлений однією або декількома обраними посадовими особами.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0259,constitute,v.,становити,Складати щось як його частини; утворювати або офіційно встановлювати.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0260,constitution,n.,конституція,"Формальна чи неофіційна система основних принципів і законів, яка регулює діяльність уряду чи інших установ.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0261,constitutional,adj.,конституційний,"Що стосується юридичної чи політичної конституції («основний закон нації чи установи; формальна чи неофіційна система первинних принципів і законів, які регулюють діяльність уряду чи іншої установи»).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0262,constraint,n.,обмеження,"Те, що стримує; обмеження.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0265,contempt,n.,презирство,"Стан або акт презирства; відчуття або ставлення до когось чи чогось як до нижчого, низького або нікчемного; презирство, зневага.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0267,contender,n.,претендент,"Хтось, хто змагається з одним або декількома людьми.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0268,content2,adj.,задоволений,"Задоволений тим, що маєш або що відбувається, без потреби вимагати більшого.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0270,continually,adv.,постійно,У регулярній або повторюваній послідовності; дуже часто.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0271,contractor,n.,підрядник,"Особа або компанія, яка будує або вдосконалює будівлі чи споруди.",DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,sense-coverage,high,"The definition restricts contractor to construction, omitting contracted services and other work.",definitionUa,"Особа або компанія, що за договором виконує роботи чи надає послуги."
SB-0275,conversion,n.,перетворення,Акт перетворення чогось або когось.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0276,convict,v.,засуджувати,Визнати винним в результаті судового розгляду або (неофіційного) в моральному сенсі.,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,The malformed parenthetical «або (неофіційного) в моральному сенсі» is not valid Ukrainian syntax.,definitionUa,Офіційно визнати особу винною за рішенням суду.
SB-0278,cooperate,v.,співпрацювати,"Працювати або діяти разом, особливо для спільної мети чи користі.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0281,coordination,n.,координація,"Акт координації, який змушує різних людей або речі працювати разом для досягнення мети чи ефекту.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0282,coordinator,n.,координатор,"Той, хто або те, що координує.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0284,copper,n.,мідь,"Червоно-коричневий метал, символ Cu та атомний номер 29.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0285,copyright,n.,авторське право,"Право за законом бути суб’єктом, який визначає, хто може публікувати, копіювати та поширювати твір, музику, малюнок чи інший авторський твір.",PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,DEFECT,PASS,P1,calque-russianism,high,"«Право ... бути суб’єктом, який визначає» is a literal legalistic calque unsuitable for learners.",definitionUa,"Закріплене законом виключне право автора визначати, хто може відтворювати, публікувати й поширювати твір."
SB-0287,correlate,v.,співвідносити,"Порівнювати речі і приводити їх у відношення, що мають відповідні характеристики.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0288,correlation,n.,кореляція,"Один із кількох показників лінійного статистичного зв’язку між двома випадковими змінними, що вказує на силу та напрямок зв’язку.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0289,correspond,v.,відповідати,"Бути еквівалентним або подібним за характером, кількістю, якістю, походженням, структурою, функцією тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0290,correspondence,n.,листування,"Взаємний обмін люб'язністю, особливо розмова між людьми за допомогою листів.",DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,PASS,P1,semantic-fidelity,high,«Обмін люб’язністю» means exchange of courtesy and does not define correspondence.,definitionUa,Обмін листами або іншими письмовими повідомленнями.
SB-0291,correspondent,n.,кореспондент,"Хтось, хто спілкується з іншою особою або публікацією, письмово.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0294,corruption,n.,корупція,"Неетична адміністративна або виконавча практика (в уряді чи бізнесі), включаючи хабарництво (пропозиція або отримання хабара), конфлікт інтересів, кумівство, розкрадання тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0297,counselling,n.,консультування,Професійна допомога людині в осмисленні та розв’язанні особистих або психологічних труднощів.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0299,counter (argue against),v.,заперечувати; протиставляти аргумент,Відповідати на твердження протилежним аргументом або доказом.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0302,coup,n.,переворот,Державний переворот.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0303,courtesy,n.,ввічливість,Ввічлива поведінка.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0305,crawl,v.,повзати,Повзати; повільно рухатися на руках і колінах або волочачи тіло по землі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0310,critique,n.,критика,"Есе, в якому критикується, рецензується інший твір тощо.",PASS,PASS,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,grammar-syntax,medium,"The comma between «критикується, рецензується» joins alternatives incorrectly and the wording is narrow.",definitionUa,"Критичний аналіз або оцінка твору, ідеї чи роботи."
SB-0311,crown,n.,корона,"Королівський, імператорський або княжий головний убір; діадема.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0312,crude,adj.,сирий,"У природному, необробленому стані.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0313,crush,v.,розчавити,"Натиснути між двома твердими предметами; стискати так, щоб змінити природну форму чи цілісність, або згуртовувати в масу.",DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,«Згуртовувати в масу» is the wrong verb and obscures the physical crush sense.,definitionUa,"Сильно стискати або розчавлювати щось так, що воно деформується чи руйнується."
SB-0314,crystal,n.,кристал,"Тверда речовина, що складається з масиву атомів або молекул, що мають дальній порядок і розташовані у вигляді періодичної тривимірної структури.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0318,custody,n.,опіка,"Законне право піклуватися про щось або про когось, особливо про дітей.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
