id,word,pos,ua,definitionUa,ax_semantic,ax_natural,ax_grammar,ax_pos,ax_register,ax_calque,ax_consistency,ax_pedagogical,ax_ui,disposition,confidence,category,proposed_target,proposed_value,rationale
SB-0807,nonsense,n.,нісенітниця,"Те, що є дурним, нелогічним і позбавленим будь-якого сенсу, причини чи цінності; те, що не має сенсу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"nonsense → «нісенітниця»; definition (something foolish, illogical, meaningless) is accurate; noun POS matches."
SB-0030,adjustment,n.,коригування,Дія регулювання чогось,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,adjustment → «коригування»; definition (the act of adjusting something) is accurate; noun POS matches; missing period trivial.
SB-0658,intermediate,adj.,проміжний,Знаходження між двома крайнощами або в середині діапазону.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,intermediate → «проміжний»; definition (lying between two extremes / mid-range) is accurate; adjective POS matches.
SB-1734,device,word family,пристрій,"Будь-яка частина обладнання, виготовлена ​​для певної мети, особливо механічна чи електрична.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"device → «пристрій»; definition (any equipment made for a particular purpose, esp. mechanical/electrical) is accurate; noun POS matches."
SB-1660,paradigm,word family,парадигма,"Зразок, спосіб виконання чогось; особливо модель мислення, система вірувань, концептуальна основа.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,paradigm → «парадигма»; definition (a pattern/model; esp. a way of thinking or conceptual framework) is accurate; noun POS matches.
SB-1384,computer,word family,комп'ютер,"Програмований електронний пристрій, який виконує математичні обчислення та логічні операції, особливо той, який може дуже швидко обробляти, зберігати та отримувати великі обсяги даних;",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,computer → «комп'ютер»; definition (programmable electronic device performing calculations/logic) is accurate; trailing semicolon is trivial formatting.
SB-1094,sovereignty,n.,суверенітет,"Нації чи іншого державного устрою: стан здатний контролювати ресурси, самостійно приймати закони та іншим чином керувати собою без примусу чи згоди інших держав.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,sovereignty → «суверенітет»; definition (state able to control resources and govern itself without coercion) is accurate; noun POS matches.
SB-0268,content2,adj.,задоволений,"Задоволений тим, що маєш або що відбувається, без потреби вимагати більшого.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"content (adj) → «задоволений»; definition (satisfied with what one has, not needing more) is accurate; the '2' disambiguates from the noun; adjective POS matches."
SB-0692,legacy,n.,спадок,Щось успадковане від попередника чи минулого.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,legacy → «спадок»; definition (something inherited from a predecessor or the past) is accurate; noun POS matches.
SB-0215,companion,n.,компаньйон,"Друг, знайомий або партнер; хтось, з ким проводять час або супроводжують",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"companion → «компаньйон»; definition (a friend, acquaintance or partner one spends time with) is accurate; noun POS matches."
SB-1546,conflict,word family,конфлікт,"Зіткнення або розбіжності, часто насильницькі, між двома чи більше протиборчими групами чи особами.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"conflict → «конфлікт»; definition (a clash or disagreement, often violent, between opposing parties) is accurate; noun POS matches."
SB-1485,annual,word family,річний,Відбувається раз на рік.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,annual → «річний»; definition (occurring once a year) is accurate; adjective POS matches.
SB-1377,aspects,word family,аспекти,"Будь-яка конкретна особливість, частина або елемент чогось.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"aspects → «аспекти»; definition (any particular feature, part or element of something) is accurate; plural noun POS matches."
SB-1016,revelation,n.,одкровення,Акт виявлення або розголошення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,revelation → «одкровення»; definition (the act of revealing or disclosing) is accurate; noun POS matches.
SB-0859,peak,n.,пік,"Найвище значення, досягнуте певною величиною за період часу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,peak → «пік»; definition (the highest value reached by a quantity over a period) is accurate and IELTS-relevant; noun POS matches.
SB-1758,subordinate,word family,підлеглий,"Поставлений у нижчий клас, ранг або посаду.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"subordinate → «підлеглий»; definition (placed in a lower class, rank or position) is accurate; POS matches."
SB-0020,accused,n.,обвинувачений,"Особа, яка обвинувачується у вчиненні правопорушення; фігурант кримінальної справи.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,accused → «обвинувачений»; definition (a person charged with an offence; defendant) is accurate; noun POS matches.
SB-0008,academy,n.,академія,Вищий навчальний заклад; коледж або університет; зазвичай приватна школа.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,academy → «академія»; definition (an institution of higher learning) is accurate; noun POS matches.
SB-0434,embassy,n.,посольство,"Організація або група офіційних осіб, які постійно представляють суверенну державу в другій суверенній державі або щодо міжнародної організації, такої як ООН.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,embassy → «посольство»; definition (officials permanently representing a state in another state) is accurate; noun POS matches.
SB-1524,predicted,word family,передбачив,відомо заздалегідь,pass,pass,flag,flag,pass,pass,pass,pass,pass,P2,medium,citation-form-morphology,both,передбачений; передбачено — Відомий або визначений заздалегідь.,"predicted glossed «передбачив» is a 3sg masculine past-tense verb, an odd citation for a participle/word-family entry; definition «відомо заздалегідь» is a lowercase fragment."
SB-0086,aspire,v.,прагнути,Мати сильне бажання або амбіції досягти чогось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,aspire → «прагнути»; definition (to have a strong desire or ambition to achieve something) is accurate; verb POS matches.
SB-0634,inspiration,n.,натхнення,"Акт або процес піднесення чи стимулювання впливу на інтелект, емоції чи творчість.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"inspiration → «натхнення»; definition (process of stimulating the intellect, emotions or creativity) is accurate; noun POS matches."
SB-0629,inmate,n.,в'язень,"Особа, яка перебуває в установі, наприклад, в’язниці (як засуджений) або лікарні (як пацієнт).",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,inmate → «в'язень»; definition (a person confined in an institution such as a prison or hospital) is accurate; noun POS matches.
SB-0811,notify,v.,повідомляти,Повідомити (когось) (про якусь подію).,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,notify → «повідомляти»; definition (to inform someone of an event) is accurate; verb POS matches.
SB-1711,revision,word family,перегляд,"Дія або процес перегляду, редагування та внесення змін.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"revision → «перегляд»; definition (act/process of reviewing, editing and changing) is accurate; noun POS matches."
SB-0920,processing,n.,обробка,"Дія пошуку, зберігання, класифікації, обробки, передачі тощо даних, особливо за допомогою комп’ютерних технологій.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"processing → «обробка»; definition (searching, storing, classifying and transmitting data, esp. by computer) is accurate; noun POS matches."
SB-0012,accomplishment,n.,досягнення,Щось досягнуте; досягнення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,accomplishment → «досягнення»; definition (something achieved; an achievement) is accurate; noun POS matches.
SB-1166,surgical,adj.,хірургічний,"Відносно, використовується під час хірургічного втручання або є результатом операції.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,surgical → «хірургічний»; definition (relating to or used during surgery) is accurate; adjective POS matches.
SB-1123,stimulus,n.,стимул,"Зовнішнє явище, яке впливає на систему, викликаючи або змінюючи внутрішнє явище; наприклад, поштовх або стимул, який спонукає людину вжити заходів або змінити поведінку.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,stimulus → «стимул»; definition (external phenomenon prompting a response or change) is accurate; noun POS matches.
SB-0373,dilemma,n.,дилема,"Обставина, за якої необхідно зробити вибір між двома чи більше альтернативами, які здаються однаково небажаними.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,dilemma → «дилема»; definition (a choice between two or more equally undesirable alternatives) is accurate; noun POS matches.
SB-0015,accountability,n.,підзвітність,Стан підзвітності; зобов'язання викликати звіт або дати пояснення; зобов'язання нести відповідальність або відповідати за щось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,accountability → «підзвітність»; definition (state of being accountable; obligation to answer for something) is accurate; noun POS matches.
SB-0267,contender,n.,претендент,"Хтось, хто змагається з одним або декількома людьми.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,contender → «претендент»; definition (someone who competes with one or more others) is accurate; noun POS matches.
SB-1304,width,n.,ширина,Вимірювання розміру чого-небудь з боку в бік.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,width → «ширина»; definition (measurement of something from side to side) is accurate; noun POS matches.
SB-1650,grade,word family,клас,"Виконання тесту чи іншого оцінювання, виражене цифрою, літерою чи іншим символом; оцінка.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,grade → «клас»; definition (result of a test expressed as a number/letter; a mark) is accurate; noun POS matches.
SB-0560,guidance,n.,керівництво,Порада або консультація з якоїсь теми.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,guidance → «керівництво»; definition (advice or counsel on a subject) is accurate; noun POS matches.
SB-0753,memoir,n.,мемуари,"автобіографія; книга, що описує особистий досвід автора.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,memoir → «мемуари»; definition (autobiography; a book describing the author's personal experience) is accurate; lowercase start trivial.
SB-0860,peasant,n.,селянин,"Член нижчого соціального класу, який працює на землі, складається з дрібних фермерів і орендарів, пайовиків, батраків та інших робітників на землі, де вони утворюють основну робочу силу в сільському господарстві та садівни...",pass,pass,pass,pass,pass,pass,pass,pass,flag,P2,high,truncated-definition,definitionUa,"Член нижчого соціального класу, який працює на землі: дрібні фермери, орендарі, пайовики та батраки, що утворюють основну робочу силу в сільському господарстві та садівництві.","peasant definition is truncated mid-word, ending «...та садівни...»; the gloss «селянин» is correct but the learner sees a broken word."
SB-1652,hierarchical,word family,ієрархічний,Що стосується ієрархії.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,hierarchical → «ієрархічний»; definition (relating to a hierarchy) is accurate; adjective POS matches.
SB-1772,enormous,word family,величезний,"Надзвичайно великий; значно перевищує звичайний розмір, протяжність тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"enormous → «величезний»; definition (extremely large, far exceeding usual size) is accurate; adjective POS matches."
SB-0271,contractor,n.,підрядник,"Особа або компанія, яка будує або вдосконалює будівлі чи споруди.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,contractor → «підрядник»; definition (a person/company that builds or improves structures) is accurate; noun POS matches.
SB-0626,inject,v.,вводити,"Робити ін’єкцію (комусь або чомусь), особливо ліків або наркотиків.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"inject → «вводити»; definition (to make an injection, esp. of medicine or drugs) is accurate; verb POS matches."
SB-0519,footage,n.,кадри,"Кількість плівки або стрічки, яка була використана для запису чогось.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,footage → «кадри»; definition (the amount of film/tape used to record something) conveys the sense; noun POS matches.
SB-0233,conceal,v.,приховувати,"Приховати щось від очей або від загального відома, намагатися зберегти щось у таємниці.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,conceal → «приховувати»; definition (hide from sight or general knowledge; keep secret) is accurate; verb POS matches.
SB-1388,construction,word family,будівництво,Процес конструювання.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,construction → «будівництво»; definition (the process of constructing) is thin/near-circular but not misleading; noun POS matches.
SB-1073,simultaneously,adv.,одночасно,Відбувається одночасно.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,simultaneously → «одночасно»; definition (happening at the same time) is accurate; adverb POS matches.
SB-0290,correspondence,n.,листування,"Взаємний обмін люб'язністю, особливо розмова між людьми за допомогою листів.",pass,flag,pass,pass,pass,pass,pass,flag,pass,P2,medium,imprecise-definition,definitionUa,Обмін листами; спілкування між людьми за допомогою листів.,"correspondence gloss «листування» is correct, but the definition opens with «взаємний обмін люб'язністю» (exchange of courtesy), an imprecise/odd rendering of 'exchange of communication'."
SB-1273,vessel,n.,судно,"Судно для пересування по воді, повітрі або в космосі.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"vessel → «судно»; definition (a craft for travel over water, air or space) selects the craft sense, consistent with the gloss; noun POS matches."
SB-0545,glorious,adj.,славний,"Демонстрація атрибутів, якостей або вчинків, які гідні чи отримують славу.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,glorious → «славний»; definition (showing attributes worthy of or receiving glory) is accurate; adjective POS matches.
SB-1516,obvious,word family,очевидний,"Легко відкрити, побачити або зрозуміти; зрозумілий сам за себе.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"obvious → «очевидний»; definition (easy to discover, see or understand; self-evident) conveys the sense; adjective POS matches."
SB-0755,mentor,n.,ментор,Мудрий і надійний порадник або вчитель.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,mentor → «ментор»; definition (a wise and trusted adviser or teacher) is accurate; «наставник» would also fit; noun POS matches.
SB-1217,toss,v.,кинути,Кидати з початковим напрямком вгору.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,toss → «кинути»; definition (throw with an initial upward direction) is accurate; verb POS matches.
SB-0386,discretion,n.,розсуд,Здатність робити мудрий вибір або приймати рішення.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,discretion → «розсуд»; definition (ability to make wise choices or decisions) captures the judgment sense consistent with the gloss; noun POS matches.
SB-0312,crude,adj.,сирий,"У природному, необробленому стані.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"crude → «сирий»; definition (in a natural, unprocessed state) fits the crude-oil sense; adjective POS matches."
SB-1224,transaction,n.,транзакція,"Обмін або торгівля ідеями, грошима, товарами тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"transaction → «транзакція»; definition (an exchange or trade of ideas, money, goods) is accurate; noun POS matches."
SB-0788,motorist,n.,автомобіліст,"Той, хто керує транспортним засобом.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,motorist → «автомобіліст»; definition (one who drives a vehicle) is accurate; noun POS matches.
SB-0232,compute,v.,обчислювати,"Рахувати, обчислювати.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"compute → «обчислювати»; definition (to count, calculate) is accurate; verb POS matches."
SB-1615,intelligence,word family,інтелект,"Здатність розуму, особливо розуміти принципи, істини, факти чи значення, здобувати знання та застосовувати їх на практиці; здатність осягати і вчитися;",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,intelligence → «інтелект»; definition (capacity of the mind to understand and apply knowledge) is accurate; trailing semicolon trivial.
SB-0101,authentic,adj.,справжній,"Того ж походження, що заявлено; справжній.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,authentic → «справжній»; definition (of the same origin as claimed; genuine) is accurate; adjective POS matches.
SB-0760,merge,v.,злити,Поєднати в ціле.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,merge → «злити»; definition (to combine into a whole) is accurate for the combining sense; verb POS matches.
SB-1240,trophy,n.,трофей,"Предмет, як правило, у формі статуетки, кубка або щита, який вручається за успіх у змаганнях або для відзначення особливого досягнення.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,trophy → «трофей»; definition (an object awarded for success in competition or to mark an achievement) is accurate; noun POS matches.
SB-0770,minimize,v.,мінімізувати,Зробити (щось) менше або якомога менше; скорочуватися; зменшити.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,minimize → «мінімізувати»; definition (to make something as small as possible; reduce) is accurate; verb POS matches.
SB-0990,reminder,n.,нагадування,"Хтось або щось, що нагадує.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,reminder → «нагадування»; definition (someone or something that reminds) is accurate; noun POS matches.
SB-0723,loyalty,n.,вірність,"Вірність або відданість якійсь людині, справі чи нації.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"loyalty → «вірність»; definition (faithfulness or devotion to a person, cause or nation) is accurate; noun POS matches."
SB-0649,intensity,n.,інтенсивність,Якість інтенсивності.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,intensity → «інтенсивність»; definition restates the cognate ('quality of being intense') — thin but not misleading; noun POS matches.
SB-0345,dense,adj.,щільний,Має відносно високу щільність.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,dense → «щільний»; definition (having relatively high density) is accurate; adjective POS matches.
SB-0468,eternal,adj.,вічний,Триває назавжди; нескінченний.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,eternal → «вічний»; definition (lasting forever; endless) is accurate; adjective POS matches.
SB-0048,align,v.,вирівняти,Підлаштовуватися під лінію; діапазон або форму в лінію; привести у відповідність.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,align → «вирівняти»; definition (to bring into a line or into agreement) conveys the sense; verb POS matches.
SB-1099,specialized,adj.,спеціалізований,Має високу кваліфікацію в конкретній галузі або спеціально адаптована до неї.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,specialized → «спеціалізований»; definition (highly skilled in or specially adapted to a particular field) is accurate; adjective POS matches.
SB-0245,confrontation,n.,конфронтація,"Акт протистояння або виклику іншому, особливо віч-на-віч.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"confrontation → «конфронтація»; definition (the act of confronting or challenging another, esp. face to face) is accurate; noun POS matches."
SB-1452,implies,word family,передбачає,Пропонується без прямого вказівки; причетні або натякані.,pass,flag,flag,pass,pass,pass,pass,pass,pass,P2,medium,grammatical-agreement-error,definitionUa,Мається на увазі без прямого висловлення; натякається.,implies definition «Пропонується без прямого вказівки...» has a gender/case agreement error («прямого вказівки» should be «прямої вказівки»); phrasing is also awkward.
SB-0996,replacement,n.,заміна,"Особа або предмет, що займає місце іншого; замінник.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,replacement → «заміна»; definition (a person or thing taking the place of another; a substitute) is accurate; noun POS matches.
SB-0183,chunk,n.,шматок,Велика або значна частина чогось.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,chunk → «шматок»; definition (a large or significant part of something) is accurate; noun POS matches.
SB-1642,deny,word family,заперечувати,"Стверджувати, що щось неправда.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,deny → «заперечувати»; definition (to assert that something is untrue) is accurate; verb POS matches.
SB-1451,immigration,word family,імміграція,"Акт імміграції; переїзд або в'їзд до країни, у якій людина не народилася, з метою постійного проживання.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,immigration → «імміграція»; definition (moving to or entering a country not one's own for permanent residence) is accurate; noun POS matches.
SB-1062,shareholder,n.,акціонер,"Той, хто володіє акціями корпорації.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,shareholder → «акціонер»; definition (one who owns shares in a corporation) is accurate; noun POS matches.
SB-0437,emergence,n.,поява,"Акт підйому з рідини, виходу з огортання чи приховування, або підняття в поле зору; зовнішній вигляд.",flag,pass,pass,pass,pass,pass,pass,flag,pass,P2,medium,wrong-sense-in-definition,definitionUa,Акт піднімання в поле зору; вихід із приховування; поява.,"emergence gloss «поява» is correct, but the definition ends with «зовнішній вигляд» (physical looks), a wrong reading of the polysemous 'appearance' (coming into view)."
SB-1565,modified,word family,змінений,змінений; змінено,pass,pass,pass,pass,pass,pass,pass,flag,pass,P2,medium,circular-restatement-definition,definitionUa,Змінений або частково скоригований без повної заміни.,"modified → «змінений» is fine, but the definition «змінений; змінено» merely restates the headword forms and teaches nothing."
SB-1022,rhetoric,n.,риторика,"Мистецтво використання мови, особливо публічних виступів, як засобу переконання.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"rhetoric → «риторика»; definition (the art of using language, esp. public speaking, to persuade) is accurate; noun POS matches."
SB-1082,slot,n.,слот,"Вузька западина, перфорація або отвір; особливо, один для прийому шматка, що підходить або ковзає в нього.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"slot → «слот»; definition (a narrow recess, perforation or opening to receive a fitting piece) is accurate; noun POS matches."
SB-0630,insertion,n.,вставка,Акт вставки або щось вставлене.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,insertion → «вставка»; definition (the act of inserting or something inserted) is near-circular but not misleading; noun POS matches.
SB-0542,genocide,n.,геноцид,"Систематичне та умисне знищення групи людей; як правило, вбиваючи значну кількість з них на основі їхньої етнічної приналежності, релігії чи національності.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"genocide → «геноцид»; definition (systematic, deliberate destruction of a group by ethnicity/religion/nationality) is accurate; noun POS matches."
SB-1137,submission,n.,подання,Акт подання або надання напр. завершена робота.,pass,pass,flag,pass,pass,pass,pass,pass,pass,P2,medium,grammatical-case-error,definitionUa,"Акт подання або надання, наприклад завершеної роботи.",submission definition «...надання напр. завершена робота» has a case error («завершена робота» should be genitive «завершеної роботи») and an unexpanded abbreviation.
SB-0689,layout,n.,макет,Структуроване розташування елементів у певних межах.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,layout → «макет»; definition (a structured arrangement of elements within given bounds) is accurate; noun POS matches.
SB-0633,inspection,n.,огляд,"Акт вивчення чогось, часто уважно.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"inspection → «огляд»; definition (the act of examining something, often closely) is accurate; noun POS matches."
SB-0812,notorious,adj.,горезвісний,Про особу чи організацію: загально чи широко відома чимось негативним; сумно відомий.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,notorious → «горезвісний»; definition (widely known for something negative; infamous) is accurate; adjective POS matches.
SB-0289,correspond,v.,відповідати,"Бути еквівалентним або подібним за характером, кількістю, якістю, походженням, структурою, функцією тощо.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"correspond → «відповідати»; definition (to be equivalent or similar in nature, quantity, quality, structure or function) is accurate; verb POS matches."
SB-0846,parental,adj.,батьківський,Що стосується одного з батьків.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,parental → «батьківський»; definition (relating to a parent) is accurate; adjective POS matches.
SB-0514,fleet,n.,флот,Група суден або транспортних засобів.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,fleet → «флот»; definition (a group of ships or vehicles) is accurate; noun POS matches.
SB-1708,random,word family,випадковий,"Виникає без особливої ​​причини; випадковий, непередбачуваний.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"random → «випадковий»; definition (occurring without a particular cause; chance, unpredictable) is accurate; adjective POS matches."
SB-1381,commission,word family,комісія,"Комісія, яку стягує агент або брокер за здійснення операції.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,"commission → «комісія»; definition (the fee charged by an agent or broker for a transaction) selects the fee sense, which «комісія» covers; noun POS matches."
SB-0524,forth,adv.,вперед,"Назовні, уперед або від певного місця; переважно у сталих виразах.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"forth → «вперед»; definition (outward, forward or away from a place; mostly in set expressions) is accurate; adverb POS matches."
SB-1085,soak,v.,замочити,Насичуватися рідиною шляхом занурення в неї.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,soak → «замочити»; definition (to become saturated with liquid by immersion) conveys the sense; verb POS matches.
SB-0060,amateur,"adj., n.",любитель,"Людина, прив’язана до певної діяльності, навчання, науки чи мистецтва (наприклад, музики чи живопису), особливо та, яка розвиває будь-які дослідження, інтереси, смаки чи прихильності, не займаючись цим професійно.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,amateur → «любитель»; definition (one who pursues an activity/art without doing it professionally) is accurate; noun/adj POS matches.
SB-1431,comments,word family,коментарі,Усне або письмове зауваження.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,comments → «коментарі»; definition (an oral or written remark) is accurate; plural noun POS matches.
SB-0917,problematic,adj.,проблематичний,Постановка проблеми; мати або страждати від проблеми(-й):,pass,pass,pass,pass,pass,pass,pass,pass,flag,P2,high,dangling-punctuation,definitionUa,"Постановка проблеми; такий, що має проблему або спричиняє її.",problematic definition ends with a dangling colon «...проблеми(-й):» with no following text; content otherwise conveys the sense.
SB-0842,overwhelm,v.,переповнювати,Емоційно долати.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,overwhelm → «переповнювати»; definition 'emotionally overcome' fits the emotional-overwhelm sense; verb POS matches.
SB-0579,hierarchy,n.,ієрархія,"Соціальна, релігійна, економічна чи політична система або організація, в якій люди або групи людей перевищують інших на основі їхнього статусу, авторитету чи інших рис.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,hierarchy → «ієрархія»; definition (system in which people/groups rank above others by status/authority) is accurate; noun POS matches.
SB-0094,asylum,n.,притулок,Місце безпеки або притулок.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,asylum → «притулок»; definition (a place of safety or refuge) is accurate; noun POS matches.
SB-0589,hostility,n.,ворожість,Стан ворожості.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,medium,,,,hostility → «ворожість»; definition restates the cognate ('state of hostility') — thin but not misleading; noun POS matches.
SB-1619,motivation,word family,мотивація,Стимул або причина щось робити.,pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,motivation → «мотивація»; definition (an incentive or reason to do something) is accurate; noun POS matches.
SB-1527,project,word family,проект,"Запланована спроба, як правило, з конкретною метою, яка виконується в кілька кроків або етапів.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,project → «проект»; definition (a planned undertaking with a specific goal carried out in stages) is accurate; noun POS matches.
SB-0123,bench,n.,лава,"Довге сидіння зі спинкою або без неї, наприклад, у парках і школах.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"bench → «лава»; definition (a long seat with or without a back, e.g. in parks and schools) is accurate; noun POS matches."
SB-1603,federal,word family,федеральний,"Відноситься до рівня національного уряду у федеративній країні, на відміну від рівня штату, провінції, округу, міста чи селища.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,"federal → «федеральний»; definition (of the national-government level in a federation, vs state/province) is accurate; adjective POS matches."
SB-0206,columnist,n.,колумніст,"Регулярний автор колонки, наприклад, у журналі чи газеті.",pass,pass,pass,pass,pass,pass,pass,pass,pass,clean-candidate,high,,,,columnist → «колумніст»; definition (a regular writer of a column in a magazine or newspaper) is accurate; noun POS matches.
