id,word,pos,ua,definitionUa,semantic_fidelity,idiomatic_ukrainian,grammar_morphology_syntax_punctuation_word_order,pos_alignment,learner_register,russianism_surzhyk_calque_risk,ua_definition_consistency,pedagogical_accuracy,ui_formatting_integrity,pass_a_disposition,category,confidence,rationale,proposed_target,proposed_value
SB-1074,sin,n.,гріх,Порушення божественної волі або релігійного закону.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1075,situated,adj.,розташований,Знаходиться в конкретному місці.,PASS,DEFECT,PASS,PASS,PASS,DEFECT,PASS,PASS,PASS,P2,calque-russianism,medium,«Знаходиться» is a Russian-influenced locative choice where Ukrainian prefers «розташований».,definitionUa,Розташований у певному місці або становищі.
SB-1076,sketch,n.,ескіз,"Швидко виконаний малюнок від руки, який не передбачається як закінчена робота, часто складається з безлічі ліній, що накладаються один на одного.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1078,slam,v.,грюкнути,"Закрити з раптовою силою, щоб створити удар і шум.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1082,slot,n.,слот,"Вузька западина, перфорація або отвір; особливо, один для прийому шматка, що підходить або ковзає в нього.",DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,"«Особливо, один для прийому шматка» has invalid pronoun reference and unusable syntax.",definitionUa,"Вузький отвір або паз, у який вставляють предмет; також визначене місце чи час."
SB-1083,smash,v.,розбити,Сильно ламати (щось крихке).,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1085,soak,v.,замочити,Насичуватися рідиною шляхом занурення в неї.,DEFECT,PASS,DEFECT,DEFECT,PASS,PASS,DEFECT,PASS,PASS,P1,voice-alignment,high,"ua is transitive perfective, but the definition is reflexive/intransitive and covers only one soak construction.",ua+definitionUa,"ua: замочувати; просочуватися | definitionUa: Занурювати в рідину, щоб добре намочити; також насичуватися рідиною."
SB-1086,soar,v.,парити,"Літати високо без зусиль, як птах.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1087,socialist,adj.,соціалістичний,"Відносно, підтримка чи пропаганда соціалізму.",PASS,DEFECT,DEFECT,DEFECT,PASS,DEFECT,PASS,PASS,PASS,P1,grammar-syntax,high,"«Відносно, підтримка чи пропаганда» is malformed and uses mismatched noun forms.",definitionUa,"Пов’язаний із соціалізмом або такий, що підтримує його."
SB-1089,solely,adv.,виключно,поодинці; виключно.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts with a lowercase letter.,definitionUa,Лише; без участі або впливу інших.
SB-1091,solidarity,n.,солідарність,"Узи єдності чи згоди між індивідами, об’єднаними навколо спільної мети або проти спільного ворога, як-от принцип об’єднання, який визначає робітничий рух; взаємопідтримка всередині групи.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1092,solo,"adj., n.",соло,"Робота або виконання, виконане однією особою.",DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source is adjective and noun, but ua and the definition cover only the noun.",ua+definitionUa,ua: соло; сольний | definitionUa: Виконання однією особою; також призначений для одного виконавця.
SB-1094,sovereignty,n.,суверенітет,"Нації чи іншого державного устрою: стан здатний контролювати ресурси, самостійно приймати закони та іншим чином керувати собою без примусу чи згоди інших держав.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,«Стан здатний контролювати» is ungrammatical; the state must be one of ability or authority.,definitionUa,"Право й здатність держави самостійно керувати собою, ухвалювати закони та контролювати свої ресурси."
SB-1095,spam,n.,спам,Небажані масові електронні повідомлення.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1096,span,"v., n.",охоплювати; тривати,Протягнути через відстань між або впоперек.,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source is verb and noun, but ua and the definition provide only verb senses.",ua+definitionUa,ua: охоплювати; проміжок | definitionUa: Простягатися через відстань або тривати певний час; також сама відстань чи тривалість.
SB-1099,specialized,adj.,спеціалізований,Має високу кваліфікацію в конкретній галузі або спеціально адаптована до неї.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,Masculine «Має» and feminine «адаптована» do not share an agreeing subject.,definitionUa,"Такий, що має вузьку спеціалізацію або спеціально пристосований до певної галузі."
SB-1100,specification,n.,специфікація,"Чіткий набір вимог, яким має задовольняти матеріал, продукт або послуга.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,A material or product cannot «задовольняти вимогам»; Ukrainian requires «відповідати вимогам».,definitionUa,"Чіткий набір вимог, яким має відповідати матеріал, продукт або послуга."
SB-1101,specimen,n.,зразок,"Окремий екземпляр, який представляє клас; приклад.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1102,spectacle,n.,видовище,"Захоплююча або надзвичайна сцена, виставка, вистава тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1108,spotlight,n.,центр уваги; прожектор,Центр уваги; головна або найважливіша частина.,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,PASS,P1,sense-coverage,high,"ua includes the physical spotlight, but the definition covers only the figurative center of attention.",definitionUa,Спрямований яскравий прожектор; також зосереджена суспільна увага.
SB-1112,squeeze,v.,стискати,Чинити тиск одночасно з двох або більше сторін.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1114,stability,n.,стабільність,"Умова стабільності або рівноваги, а отже, стійкості до змін.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1115,stabilize,v.,стабілізувати,Зробити стабільним.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1118,stark,adj.,разючий; суворий,"Простий на вигляд; безплідний, безлюдний.",DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,PASS,P1,ua-definition-consistency,high,"ua gives striking/severe, while the definition gives plain/barren and does not reconcile the senses.",ua+definitionUa,ua: разючий; суворий; голий | definitionUa: Дуже виразний або різкий; також суворий і позбавлений прикрас.
SB-1119,statistical,adj.,статистичний,Статистики або пов’язані зі статистикою.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,«Статистики або пов’язані» combines a noun with a plural adjective and does not define the singular adjective.,definitionUa,Пов’язаний зі статистикою або заснований на статистичних даних.
SB-1120,steer,v.,керувати,"Керувати курсом судна, транспортного засобу, літального апарату тощо (за допомогою такого пристрою, як стерно, весло або штурвал).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1122,stereotype,n.,стереотип,"Загальноприйняте, шаблонне та часто надто спрощене або перебільшене уявлення, думка чи образ (особи чи групи людей).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1123,stimulus,n.,стимул,"Зовнішнє явище, яке впливає на систему, викликаючи або змінюючи внутрішнє явище; наприклад, поштовх або стимул, який спонукає людину вжити заходів або змінити поведінку.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1124,stir,v.,ворушити,"Порушувати взаємне розташування частинок (рідини чи подібного), пропускаючи через них предмет.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1125,storage,n.,зберігання,Акт зберігання товару; стан зберігання.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1129,strategic,adj.,стратегічний,Відносно стратегії.,PASS,DEFECT,PASS,DEFECT,PASS,DEFECT,PASS,DEFECT,PASS,P1,calque-russianism,high,«Відносно стратегії» is a Russian-influenced calque and not a complete adjective definition.,definitionUa,Пов’язаний зі стратегією або важливий для досягнення довгострокової мети.
SB-1131,strip (long narrow piece),n.,смужка (довгий вузький шматок),"Довгий і вузький шматок матеріалу, землі або іншої поверхні.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1133,strive,v.,прагнути,Намагатися досягти результату; докладати напружених зусиль; намагатися щиро й наполегливо.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1135,stumble,v.,спотикатися,Спіткнутися або впасти; незграбно ходити.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1136,stun,v.,оглушити,"Виводити з ладу; особливо, викликаючи дезорієнтацію або втрату свідомості.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1137,submission,n.,подання,Акт подання або надання напр. завершена робота.,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,P2,grammar-syntax,medium,«Напр. завершена робота» lacks the punctuation and construction needed to attach the example.,definitionUa,"Акт подання; також матеріал, поданий на розгляд, наприклад завершена робота."
SB-1139,subscription,n.,підписка,"Доступ до ресурсу на певний період часу, як правило, платний.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1140,subsidy,n.,субсидія,"Фінансова підтримка або допомога, наприклад грант.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1141,substantial,adj.,істотний,"Великі за розміром, кількістю або вартістю; достатній; значний.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,Plural «Великі» does not agree with the singular adjective істотний.,definitionUa,"Значний за розміром, кількістю, вартістю або важливістю."
SB-1144,substitution,n.,заміна,Акт заміщення або стан заміщення.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1150,suck,v.,смоктати,"Використовувати рот і губи для втягування (рідини, особливо молока з грудей).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1151,sue,v.,судитися,"Подати судовий позов проти когось, як правило, некримінальний (цивільний) позов.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1152,suicide,n.,самогубство,Акт навмисного самогубства.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Акт навмисного самогубства» is fully circular.,definitionUa,Навмисне позбавлення себе життя.
SB-1155,superb,adj.,чудовий,Першокласний; найвищої якості; виключно добре.,PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,Adverbial «виключно добре» does not agree with the adjective and is less idiomatic than «винятково добрий».,definitionUa,"Першокласний, винятково добрий або найвищої якості."
SB-1156,superior,adj.,вищий,"Вищий за рангом, статусом або якістю.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1158,supervision,n.,нагляд,Акт або випадок нагляду.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1162,supposedly,adv.,нібито,Як питання припущення; у переконаннях або згідно з твердженнями деяких людей.,PASS,DEFECT,PASS,PASS,PASS,DEFECT,PASS,PASS,PASS,P2,calque-russianism,medium,«Як питання припущення» is a stiff literal calque.,definitionUa,"За припущенням або за твердженнями інших, без певного підтвердження."
SB-1163,suppress,v.,придушити,"Покінчити, особливо силою, розчавити, знищити; забороняти, підкоряти.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1166,surgical,adj.,хірургічний,"Відносно, використовується під час хірургічного втручання або є результатом операції.",PASS,DEFECT,DEFECT,DEFECT,PASS,DEFECT,PASS,PASS,PASS,P1,calque-russianism,high,«Відносно» is Russian-influenced and the following verb forms do not agree with the adjective.,definitionUa,"Пов’язаний із хірургією, використовуваний під час операції або спричинений нею."
SB-1172,suspicious,adj.,підозрілий,Недовірливий або схильний підозрювати.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1175,sword,n.,меч,"Довга клинкова зброя з руків’ям і, як правило, навершям і поперечною гардою (разом утворюючи ефес), яка призначена для рубання, удару, рубання та/або рубання.",PASS,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,The definition repeats «рубання» and obscures the sword's cutting and thrusting functions.,definitionUa,"Довга клинкова зброя з руків’ям, призначена для рубання або колючих ударів."
SB-1176,symbolic,adj.,символічний,Непряме представлення або посилання на іншу річ.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,The noun phrase «Непряме представлення» does not directly define the adjective.,definitionUa,"Такий, що слугує символом або непрямо представляє іншу річ."
SB-1177,syndrome,n.,синдром,"Розпізнаваний зразок ознак, симптомів та/або поведінки, особливо хвороби, медичного чи психологічного стану.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1178,synthesis,n.,синтез,Утворення чогось складного або зв'язного шляхом поєднання більш простих речей.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1181,tactic,n.,тактика,"Маневр або дія, спрямована на досягнення якоїсь мети.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1183,taxpayer,n.,платник податків,"Особа, яка підлягає оподаткуванню, зобов’язана або сплачує податок.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1184,tempt,v.,спокусити,"Спровокувати когось на неправоту, особливо обіцяючи винагороду; заманювати.",DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P1,semantic-fidelity,high,«Спровокувати когось на неправоту» is an unidiomatic false rendering of entice someone to wrongdoing.,definitionUa,Спонукати когось зробити щось привабливою обіцянкою або бажаною винагородою.
SB-1185,tenant,n.,орендар,"Той, хто має право оренди (найму).",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1186,tender,adj.,ніжний,Чутливий або болючий на дотик.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1190,terrain,n.,місцевість; рельєф,Ділянка землі або її особливості.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1191,terrific,adj.,чудовий,"Надзвичайно добре; відмінно, дивовижно.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,Adverbial «добре; відмінно» does not directly define the adjective.,definitionUa,"Надзвичайно добрий, чудовий або дивовижний."
SB-1192,testify,v.,свідчити,Робити заяву або давати свідчення під присягою.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1200,thereby,adv.,тим самим,За ним; цим; таким чином або як наслідок цього.,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,semantic-fidelity,high,«За ним; цим» does not convey thereby and presents false equivalents.,definitionUa,Таким чином або внаслідок цього.
SB-1202,thought-provoking,adj.,що спонукає до роздумів,"Цікавий у такий спосіб, що ставить під сумнів чиїсь переконання, погляди чи точку зору.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1203,thread,n.,нитка,"Шнур, утворений шляхом прядіння або скручування разом текстильних волокон або ниток в одне або кілька безперервних ниток, зазвичай використовується в рукоділлі.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,The definition redundantly twists «ниток ... в ... ниток» and has broken number and reference.,definitionUa,"Тонка довга пряжа зі скручених волокон, яку використовують для шиття або ткацтва."
SB-1207,tide,n.,приплив,"Добове коливання рівня моря, викликане гравітаційним впливом Місяця і Сонця.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1208,tighten,v.,затягувати,Зробити щільніше.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1209,timber,n.,деревина,Дерева в лісі розглядаються як джерело деревини.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1212,tolerance,n.,толерантність,"Здатність або практика толерантності; прийняття або терпляче ставлення до переконань, думок або практики інших; відсутність фанатизму.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1217,toss,v.,кинути,Кидати з початковим напрямком вгору.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1219,toxic,adj.,токсичний,Сильно негативний або шкідливий.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1221,trademark,n.,товарний знак,"Слово, символ або фраза, які використовуються для ідентифікації продукту певної компанії та відрізняють його від продуктів інших компаній.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1223,trailer,n.,трейлер,"Безмоторний колісний транспортний засіб (не караван або кемпер), який буксирується позаду іншого та використовується для перевезення обладнання тощо, яке не можна перевозити на передньому транспортному засобі.",DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,DEFECT,PASS,P1,calque-russianism,high,«Передній транспортний засіб» is a literal false rendering of the towing vehicle.,definitionUa,"Безмоторний колісний транспортний засіб, який буксирує інший транспортний засіб для перевезення вантажу."
SB-1224,transaction,n.,транзакція,"Обмін або торгівля ідеями, грошима, товарами тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1225,transcript,n.,стенограма,"Щось, що було транскрибовано; письмо або твір, що складається з тих самих слів, що й оригінал; письмова копія.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1227,transit,n.,транзит,"Перевезення людей або товарів з одного місця в інше, особливо в системі громадського транспорту; транспортні засоби, що використовуються для таких перевезень.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1228,transmission,n.,передача,"Акт передачі, напр. даних (сигналів) або електроенергії.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1229,transparency,n.,прозорість,відкритість; доступність для перевірки.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts with a lowercase letter.,definitionUa,Відкритість і доступність для перевірки.
SB-1232,treaty,n.,договір,"Формальна обов'язкова угода, укладена суб'єктами міжнародного права, а саме державами та міжнародними організаціями; конвенція, пакт.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1234,tribal,adj.,племінний,Що стосується племен.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1235,tribunal,n.,трибунал,"Збори, до складу яких входять один або більше суддів для ведення судових справ; суд.",DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,PASS,P1,semantic-fidelity,high,"«Збори» describes a gathering, not a court or adjudicative body.",definitionUa,"Суд або спеціальний орган з одним чи кількома суддями, який розглядає певні справи."
SB-1236,tribute,n.,данина,"Визнання вдячності, поваги чи захоплення; супутній подарунок.",PASS,DEFECT,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,idiomatic-ukrainian,medium,«Супутній подарунок» is awkward and does not clearly connect a tribute with honoring someone.,definitionUa,"Вияв вдячності, поваги чи захоплення, іноді у формі подарунка."
SB-1238,trio,n.,тріо,Група з трьох людей або речей.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1239,triumph,n.,тріумф,"Переконливий успіх після зусиль, конфлікту або зіткнення з перешкодами; перемога; завоювання.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-1240,trophy,n.,трофей,"Предмет, як правило, у формі статуетки, кубка або щита, який вручається за успіх у змаганнях або для відзначення особливого досягнення.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
