id,word,pos,ua,definitionUa,pass_a_disposition,pass_a_rationale,pass_b_disposition,pass_b_rationale,evidence_quote,final_disposition,confidence,category,rationale,proposed_target,proposed_value
SB-0664,invisible,adj.,невидимий,Неможливо побачити; з поля зору; не видно.,P2,«Неможливо побачити; з поля зору; не видно» is a sequence of mismatched fragments.,clean-candidate,invisible → «невидимий»; definition (impossible to see; out of view; not seen) is accurate; adjective POS matches.,з поля зору; не видно,P2,medium,grammar-syntax,"«Неможливо побачити; з поля зору; не видно» is a chain of loosely joined fragments; conveys invisible, so P2 (Pass A).",definitionUa,"Такий, якого неможливо побачити або який перебуває поза полем зору."
SB-0695,legislative,adj.,законодавчий,Створення закону або законів або наявність повноважень приймати закони; правотворчість.,P1,«Створення закону» is a noun phrase and does not define the adjective legislative.,clean-candidate,legislative → «законодавчий»; definition (making laws or having the power to make laws) is accurate; adjective POS matches.,Створення закону або законів,P2,medium,pos-alignment,"«Створення закону» is a noun phrase rather than an adjective definition; conveys legislative, so P2 (Pass A graded P1).",definitionUa,Пов’язаний з ухваленням законів або наділений повноваженнями їх ухвалювати.
SB-1415,regulations,word family,нормативні акти,"Закон або адміністративне правило, видане організацією, яке використовується для керівництва чи приписування поведінки членів цієї організації.",P1,Plural regulations is defined as one law or rule.,clean-candidate,regulations → «нормативні акти»; definition (a rule issued by an organisation to guide members' conduct) is accurate; plural noun POS matches.,Закон або адміністративне правило,P2,medium,number-agreement,"plural regulations is defined by singular «Закон або адміністративне правило»; a number mismatch, minor, P2 (Pass A graded P1).",definitionUa,"Офіційні правила або нормативні акти, що визначають чи обмежують поведінку."
SB-1665,quotation,word family,цитата,"Фрагмент людського виразу, який повторює хтось інший, наприклад, з літератури чи відомої промови.",P1,«Фрагмент людського виразу» is a literal and unidiomatic rendering of someone's words.,clean-candidate,"quotation → «цитата»; definition (a fragment of expression repeated by another, e.g. from literature or a famous speech) is accurate; noun POS matches.",Фрагмент людського виразу,P2,medium,calque-russianism,"«Фрагмент людського виразу» is a literal, unidiomatic rendering of someone's words; conveys quotation, so P2 (Pass A graded P1).",definitionUa,Точне відтворення слів іншої людини або уривка з тексту.
SB-1692,eventually,word family,зрештою,"Зрештою; пізніше, особливо після тривалого часу, серія проблем, боротьби, затримок або невдач.",P1,"Singular nominative «серія» is invalid after «після», which requires genitive.",clean-candidate,"eventually → «зрештою»; definition (in the end; later, esp. after a long time or series of problems) is accurate; adverb POS matches.",серія проблем,P2,medium,grammar-syntax,"nominative «серія» after «після» should be genitive «серії» — a case error; comprehensible, so P2 (Pass A graded P1).",definitionUa,"Зрештою, особливо після тривалого часу, серії проблем, затримок або невдач."
SB-1511,internal,word family,внутрішній,З або розташована всередині.,P1,«З або розташована всередині» is a fragment with feminine agreement against masculine internal.,clean-candidate,internal → «внутрішній»; definition (of or located inside) conveys the sense despite the calqued 'З або' opening; adjective POS matches.,З або розташована всередині,P2,medium,grammar-syntax,"«З або розташована всередині» is a feminine-agreeing fragment for the masculine adjective internal; conveys the sense, so P2 (Pass A graded P1).",definitionUa,Розташований усередині або пов’язаний із внутрішньою частиною.
SB-1509,implications,word family,наслідки,Можливий або непрямий ефект або результат рішення чи дії.,P1,Plural implications is defined as one possible effect.,clean-candidate,implications → «наслідки»; definition (a possible or indirect effect or result of a decision or action) is accurate; plural noun POS matches.,Можливий або непрямий ефект,P2,medium,number-agreement,"plural implications is defined by a singular effect; a number mismatch, minor, P2 (Pass A graded P1).",definitionUa,"Можливі або непрямі наслідки рішення, дії чи твердження."
SB-1252,unprecedented,adj.,безпрецедентний,"Ніколи раніше не бачив, не робив і не відчував; без прецеденту.",P1,"Subjectless masculine past verbs «не бачив, не робив» do not define the adjective.",clean-candidate,"unprecedented → «безпрецедентний»; definition (never seen, done or felt before; without precedent) is accurate; adjective POS matches.",Ніколи раніше не бачив,P2,medium,grammar-syntax,"subjectless masculine-past verbs «не бачив, не робив» gloss the adjective; conveys unprecedented, so P2 (Pass A graded P1).",definitionUa,"Такий, якого раніше не було або який не має відомого прецеденту."
SB-1669,survive,word family,вижити,"Про людину, продовжувати жити; залишитися живим.",P1,"«Про людину, продовжувати жити» is a broken construction and unnecessarily excludes other organisms or persistence.",clean-candidate,"survive → «вижити»; definition (of a person, to continue to live; to remain alive) is accurate; verb POS matches.","Про людину, продовжувати жити",P2,medium,grammar-syntax,"«Про людину, продовжувати жити» is a broken construction that also over-narrows to persons; conveys survive, so P2 (Pass A graded P1).",definitionUa,Залишатися живим після небезпеки; також продовжувати існувати.
SB-0892,predominantly,adv.,переважно,Переважним чином. Найчастіше або часто з великим відривом.,P2,«Переважним чином» is awkward and the second sentence is a fragment.,clean-candidate,predominantly → «переважно»; definition (in a predominant manner; most often or by a large margin) is accurate; adverb POS matches.,Переважним чином,P2,medium,grammar-syntax,"«Переважним чином» is awkward and the second sentence is a fragment; conveys predominantly, so P2 (Pass A).",definitionUa,Головним чином; здебільшого або у значно більшій мірі.
SB-1203,thread,n.,нитка,"Шнур, утворений шляхом прядіння або скручування разом текстильних волокон або ниток в одне або кілька безперервних ниток, зазвичай використовується в рукоділлі.",P1,The definition redundantly twists «ниток ... в ... ниток» and has broken number and reference.,clean-candidate,"thread → «нитка»; definition (a cord formed by spinning or twisting textile fibres, used in needlework) is accurate; noun POS matches.",в одне або кілька безперервних ниток,P2,medium,grammar-syntax,"the definition redundantly loops «ниток … в … ниток» with broken number; conveys thread, so P2 (Pass A graded P1).",definitionUa,"Тонка довга пряжа зі скручених волокон, яку використовують для шиття або ткацтва."
SB-1721,visual,word family,візуальний,Пов’язані із зором або впливають на нього.,P1,Plural «Пов’язані ... впливають» does not agree with singular візуальний.,clean-candidate,visual → «візуальний»; definition (relating to or affecting sight) is accurate; adjective POS matches.,зором або впливають на нього,P2,medium,number-agreement,"plural «Пов’язані … впливають» does not agree with the singular adjective visual; comprehensible, so P2 (Pass A graded P1).",definitionUa,"Пов’язаний із зором або тим, що сприймається очима."
SB-1236,tribute,n.,данина,"Визнання вдячності, поваги чи захоплення; супутній подарунок.",P2,«Супутній подарунок» is awkward and does not clearly connect a tribute with honoring someone.,clean-candidate,"tribute → «данина»; definition (an acknowledgement of gratitude, respect or admiration; an accompanying gift) is accurate; noun POS matches.",супутній подарунок,P2,medium,idiomatic-ukrainian,"«супутній подарунок» is awkward and loosely tied to honouring someone; conveys tribute, so P2 (Pass A).",definitionUa,"Вияв вдячності, поваги чи захоплення, іноді у формі подарунка."
SB-1087,socialist,adj.,соціалістичний,"Відносно, підтримка чи пропаганда соціалізму.",P1,"«Відносно, підтримка чи пропаганда» is malformed and uses mismatched noun forms.",clean-candidate,"socialist → «соціалістичний»; definition (relating to, supporting or advocating socialism) conveys the sense; adjective POS matches.","Відносно, підтримка чи пропаганда",P2,medium,grammar-syntax,"«Відносно, підтримка чи пропаганда соціалізму» is malformed with mismatched noun forms; conveys socialist, so P2 (Pass A graded P1).",definitionUa,"Пов’язаний із соціалізмом або такий, що підтримує його."
SB-0257,consolidate,v.,консолідувати,Об'єднати в єдине ціле; щоб об’єднатися або приєднатися.,P1,The second clause «щоб об’єднатися» breaks the infinitive definition and changes the agent.,clean-candidate,consolidate → «консолідувати»; definition (to combine into a single whole; to unite or join) is accurate; verb POS matches.,щоб об’єднатися або приєднатися,P2,medium,grammar-syntax,"«щоб об’єднатися» breaks the infinitive definition and shifts the agent; conveys consolidate, so P2 (Pass A graded P1).",definitionUa,Об’єднувати окремі частини в єдине ціле; зміцнювати досягнуте.
SB-0400,disturbing,adj.,тривожний,Спричинення дистресу або занепокоєння; засмучення або тривога.,P2,The definition mixes a verbal noun phrase with nouns and does not cleanly define the adjective.,clean-candidate,disturbing → «тривожний»; definition (causing distress or worry; upsetting or alarming) is accurate; adjective POS matches.,Спричинення дистресу або занепокоєння,P2,medium,pos-alignment,"the definition mixes a verbal-noun phrase with nouns rather than defining the adjective; conveys disturbing, so P2 (Pass A).",definitionUa,"Такий, що спричиняє тривогу, занепокоєння або сильний душевний дискомфорт."
SB-0539,gaze,"n., v.",погляд,Дивитися пильно або серйозно.,P1,"The source is noun and verb, but ua is noun-only and the definition verb-only.",clean-candidate,"gaze → «погляд»; definition (to look steadily or intently) covers the n.,v. senses; POS tag matches.",Дивитися пильно або серйозно,P1,high,pos-alignment,"gaze is n.,v. but ua «погляд» is noun-only while the definition is verb-only — an internal POS mismatch; Pass A's coverage defect is confirmed.",both,ua: пильний погляд; пильно дивитися | definitionUa: Тривалий уважний погляд; також довго й уважно дивитися.
SB-0437,emergence,n.,поява,"Акт підйому з рідини, виходу з огортання чи приховування, або підняття в поле зору; зовнішній вигляд.",P1,«Зовнішній вигляд» is a false-friend rendering of appearance and does not mean emergence.,P2,"emergence gloss «поява» is correct, but the definition ends with «зовнішній вигляд» (physical looks), a wrong reading of the polysemous 'appearance' (coming into view).",зовнішній вигляд,P1,high,semantic-fidelity,"the definition ends «зовнішній вигляд» (physical looks), a false-friend reading of 'appearance' that mis-teaches emergence; P1 (Pass A) over Pass B's P2.",definitionUa,"Процес появи, виникнення або виходу з прихованого стану."
SB-1371,theory,word family,теорія,"Послідовне твердження або набір ідей, які пояснюють спостережувані факти чи явища та правильно передбачають нові факти чи явища, які раніше не спостерігалися, або які встановлюють закони та принципи чогось відомого чи спос...",P1,The learner-facing theory definition is physically truncated at 225 characters («...спос...»).,P2,"theory definition is truncated, ending «...відомого чи спос...»; the gloss «теорія» is correct but the learner sees an unfinished sentence.",відомого чи спос,P1,high,ui-truncation,"the learner-facing definition is physically truncated mid-word at «…відомого чи спос…»; broken text, so P1 (Pass A) over Pass B's P2.",definitionUa,"Система взаємопов’язаних ідей, що пояснює факти або явища й дає змогу робити перевірні передбачення."
SB-0883,portray,v.,зображувати,"Грати роль; для зображення персонажа, людини, ситуації чи події.",P1,«Для зображення» breaks the infinitive definition and the noun/verb coverage is not stated coherently.,clean-candidate,portray → «зображувати»; definition (play a role; depict a character/situation) is accurate; verb POS matches.,для зображення персонажа,P2,medium,grammar-syntax,"«для зображення» breaks the infinitive definition; conveys portray, so P2 (Pass A graded P1).",definitionUa,"Зображувати людину, персонажа, ситуацію чи подію, зокрема грати роль у виставі або фільмі."
SB-1235,tribunal,n.,трибунал,"Збори, до складу яких входять один або більше суддів для ведення судових справ; суд.",P1,"«Збори» describes a gathering, not a court or adjudicative body.",clean-candidate,tribunal → «трибунал»; definition (an assembly of one or more judges to conduct judicial business; a court) is accurate; noun POS matches.,"Збори, до складу яких",P2,medium,semantic-fidelity,"«Збори» suggests a gathering rather than a court, but the trailing «; суд» repairs it; comprehensible, so P2 (Pass A graded P1).",definitionUa,"Суд або спеціальний орган з одним чи кількома суддями, який розглядає певні справи."
SB-1119,statistical,adj.,статистичний,Статистики або пов’язані зі статистикою.,P1,«Статистики або пов’язані» combines a noun with a plural adjective and does not define the singular adjective.,clean-candidate,statistical → «статистичний»; definition (of or relating to statistics) is accurate; adjective POS matches.,Статистики або пов’язані зі статистикою,P2,medium,grammar-syntax,"«Статистики або пов’язані» combines a noun with a plural adjective; conveys statistical, so P2 (Pass A graded P1).",definitionUa,Пов’язаний зі статистикою або заснований на статистичних даних.
SB-0649,intensity,n.,інтенсивність,Якість інтенсивності.,P2,«Якість інтенсивності» is circular and gives learners no usable meaning.,clean-candidate,intensity → «інтенсивність»; definition restates the cognate ('quality of being intense') — thin but not misleading; noun POS matches.,Якість інтенсивності,P2,high,pedagogical-definition,"«Якість інтенсивності» is circular on the cognate and gives no usable meaning; not misleading, so P2 (Pass A).",definitionUa,"Ступінь сили, яскравості або вираженості чогось."
SB-1377,aspects,word family,аспекти,"Будь-яка конкретна особливість, частина або елемент чогось.",P1,Plural headword aspects is defined with singular «Будь-яка ... особливість».,clean-candidate,"aspects → «аспекти»; definition (any particular feature, part or element of something) is accurate; plural noun POS matches.",Будь-яка конкретна особливість,P2,medium,number-agreement,"plural aspects is defined by the singular «Будь-яка … особливість»; a number mismatch, minor, P2 (Pass A graded P1).",definitionUa,"Окремі особливості, частини або сторони чогось."
SB-1491,code,word family,код,"Інструкція до комп'ютера, написана мовою програмування; вхідні дані транслятора, інтерпретатора або браузера, а саме: вихідний код, машинний код, байт-код.",P2,The definition treats code as one instruction and oddly lists a browser as a translator.,clean-candidate,code → «код»; definition (an instruction to a computer written in a programming language; source/machine/byte code) is accurate; noun POS matches.,Інструкція до комп'ютера,P2,medium,pedagogical-definition,"the definition treats code as a single instruction and oddly lists a browser as a translator; imprecise, so P2 (Pass A).",definitionUa,"Набір інструкцій, написаних мовою програмування для виконання комп’ютером."
SB-1414,region,word family,область,"Будь-яка значна і зв'язана частина простору або поверхні; зокрема, ділянка землі чи моря значної, але невизначеної протяжності; країна; район;",P2,The definition ends with a semicolon instead of terminal punctuation.,clean-candidate,"region → «область»; definition (a significant, connected part of space or surface; a tract of land) is accurate; noun POS matches.",країна; район;,P2,high,ui-formatting,content is correct; the definition ends on a semicolon rather than terminal punctuation — cosmetic P2 (Pass A).,definitionUa,"Значна безперервна частина території, простору або поверхні."
SB-0545,glorious,adj.,славний,"Демонстрація атрибутів, якостей або вчинків, які гідні чи отримують славу.",P1,The noun phrase «Демонстрація атрибутів» does not define an adjective and is not idiomatic Ukrainian.,clean-candidate,glorious → «славний»; definition (showing attributes worthy of or receiving glory) is accurate; adjective POS matches.,Демонстрація атрибутів,P2,medium,pos-alignment,"«Демонстрація атрибутів…» is a noun phrase rather than an adjective definition; conveys glorious, so P2 (Pass A graded P1).",definitionUa,"Такий, що заслуговує великої слави або викликає захоплення."
SB-1552,entities,word family,сутності,"Те, що існує як окрема одиниця, часто використовується для організацій, які не мають фізичної форми.",P1,"Plural entities is defined with singular «Те, що».",clean-candidate,"entities → «сутності»; definition (something existing as a distinct unit, often for organisations without physical form) matches the entity family; plural noun POS.","Те, що існує як окрема одиниця",P2,medium,number-agreement,"plural entities is defined by singular «Те, що»; a number mismatch, minor, P2 (Pass A graded P1).",definitionUa,Окремі самостійні об’єкти або організації.
SB-0911,prevention,n.,профілактика,"Будь-які заходи, спрямовані на обмеження ризиків для здоров’я (такі як інформаційні кампанії, вакцинація, рання діагностика тощо).",P1,"The definition restricts prevention to health measures, omitting the general act of stopping something from happening.",clean-candidate,"prevention → «профілактика»; definition (measures to limit health risks: campaigns, vaccination, early diagnosis) is accurate; noun POS matches.",ризиків для здоров’я,P2,medium,sense-coverage,"prevention is narrowed to «ризиків для здоров’я», matching «профілактика» but omitting the general 'stopping something'; comprehensible, so P2 (Pass A graded P1).",definitionUa,"Дії або заходи, спрямовані на те, щоб не допустити небажаної події чи зменшити її ризик."
SB-1697,implicit,word family,неявний,"Пропонується опосередковано, без прямого вираження.",P1,«Пропонується опосередковано» falsely translates implied as proposed.,clean-candidate,"implicit → «неявний»; definition (implied indirectly, without direct expression) is accurate; adjective POS matches.",Пропонується опосередковано,P1,high,semantic-fidelity,"«Пропонується опосередковано» renders 'implied' as 'is proposed/offered', a false sense of implicit; Pass A's semantic defect is confirmed over Pass B's clean.",definitionUa,Мається на увазі без прямого висловлення.
SB-0592,humble,adj.,скромний,"Мати низьку думку про себе; не гордий, зарозумілий або самовпевнений; скромний.",P2,Humility is not necessarily having a low opinion of oneself; that wording can teach an inaccurate sense.,clean-candidate,humble → «скромний»; definition (having a low opinion of oneself; not proud or arrogant) is accurate; adjective POS matches.,Мати низьку думку про себе,P2,medium,semantic-fidelity,"«Мати низьку думку про себе» over-states humility as low self-esteem; the corrective «не гордий… скромний» follows, so P2 (Pass A).",definitionUa,Скромний і не схильний вважати себе кращим за інших.
SB-0700,lesser,adj.,менший,"З двох (або, рідше, більше двох) речей: меншої за розміром (менше), за цінністю, за важливістю тощо.",P2,The construction after the colon has mismatched case and is difficult to parse.,clean-candidate,"lesser → «менший»; definition (smaller in size, value or importance of two things) is accurate; adjective POS matches.",меншої за розміром,P2,medium,grammar-syntax,"the post-colon phrasing has mismatched case and parses awkwardly; conveys lesser, so P2 (Pass A).",definitionUa,"Менший за розміром, цінністю або важливістю з двох чи кількох предметів."
SB-0165,cargo,n.,вантаж,"Вантаж, що перевозиться кораблем, літаком або автомобілем.",P2,The definition repeats «вантаж» and adds no useful explanation of cargo.,clean-candidate,"cargo → «вантаж»; definition (freight carried by a ship, aircraft or vehicle) is accurate; noun POS matches.","Вантаж, що перевозиться",P2,high,pedagogical-definition,"«Вантаж, що перевозиться…» circularly repeats the headword gloss; not misleading, so P2 (Pass A).",definitionUa,"Товари або речі, які перевозять судном, літаком чи транспортним засобом."
SB-0910,prevalence,n.,поширеність,Якість або умова переважання; широке розширення або поширення.,P2,«Широке розширення» is redundant and the definition remains abstract and circular.,clean-candidate,prevalence → «поширеність»; definition (the quality or condition of being prevalent; wide extension or spread) is accurate; noun POS matches.,широке розширення або поширення,P2,medium,pedagogical-definition,"«широке розширення» is redundant and the definition stays circular/abstract; comprehensible, so P2 (Pass A).",definitionUa,Ступінь поширення явища або частота його наявності в певній групі.
SB-0366,devise,v.,придумати,Використовувати свій інтелект для планування або проектування (щось).,P2,The parenthetical accusative is malformed after «планування або проектування».,clean-candidate,devise → «придумати»; definition (use one's intellect to plan or design something) is accurate; verb POS matches.,планування або проектування,P2,medium,grammar-syntax,"the parenthetical accusative «(щось)» after «планування або проектування» is malformed; conveys devise, so P2 (Pass A).",definitionUa,"Використовуючи кмітливість, придумувати або розробляти щось."
SB-0588,hostile,adj.,ворожий,Не доброзичливий; відповідний ворогові; показ розташування ворога; прояв злої волі та зловмисності або бажання перешкодити та завдати шкоди.,P1,«Показ розташування ворога» is a false rendering of showing the disposition of an enemy.,clean-candidate,hostile → «ворожий»; definition (unfriendly; befitting an enemy; showing ill will and intent to obstruct or harm) is accurate; adjective POS matches.,показ розташування ворога,P1,medium,semantic-fidelity,«показ розташування ворога» is a false rendering of 'showing the disposition of an enemy' (розташування = physical position); Pass A's semantic defect is confirmed.,definitionUa,"Недружній або ворожий; такий, що виявляє злу волю чи бажання завдати шкоди."
SB-0518,fluid,n.,рідина,Рідина (на відміну від твердого або газоподібного).,P1,"Fluid includes liquids and gases, but the definition wrongly contrasts it with gas and ua gives only liquid.",clean-candidate,"fluid → «рідина»; definition (a liquid, as opposed to solid or gas) selects the liquid sense consistent with the gloss; noun POS matches.",на відміну від твердого або газоподібного,P2,medium,semantic-fidelity,"scientifically a fluid includes gases, but the everyday liquid sense (ua «рідина» + «на відміну від… газоподібного») is internally consistent for a learner; minor imprecision, so P2 (Pass A graded P1).",both,"ua: рідина; текуча речовина | definitionUa: Речовина, що може текти й набувати форми посудини, зокрема рідина або газ."
SB-1730,concurrent,word family,одночасний,Відбувається одночасно; одночасний.,P2,The definition repeats «одночасний» without adding usable information.,clean-candidate,concurrent → «одночасний»; definition (occurring at the same time; simultaneous) is accurate; adjective POS matches.,Відбувається одночасно; одночасний,P2,high,pedagogical-definition,"the definition repeats «одночасний» without adding information; not misleading, so P2 (Pass A).",definitionUa,"Такий, що відбувається в той самий час, що й інша подія."
SB-1476,specified,word family,зазначено,Ретельно пояснено.,P2,ua impersonal «зазначено» does not align cleanly with specified.,clean-candidate,specified → «зазначено»; definition (carefully explained) conveys the sense though 'named explicitly' would be more precise; consistent gloss.,Ретельно пояснено,P2,medium,pos-alignment,"specified means 'named explicitly', not «Ретельно пояснено» (carefully explained), and ua «зазначено» is impersonal; a mild imprecision, P2 (Pass A).",both,"ua: зазначений; визначений | definitionUa: Чітко названий, визначений або докладно пояснений."
SB-1575,rejected,word family,відхилено,Відхилений або не прийнятий після розгляду.,P2,ua impersonal «відхилено» does not align cleanly with rejected.,clean-candidate,rejected → «відхилено»; definition (rejected/not accepted after consideration) is accurate and consistent.,Відхилений або не прийнятий,P2,medium,pos-alignment,"ua «відхилено» is impersonal where a participle «відхилений» fits the family better; the definition is correct, so a minor citation P2 (Pass A).",ua,відхилений
SB-0769,minimal,adj.,мінімальний,"Найменша можлива сума, кількість або ступінь.",P2,The noun phrase «Найменша можлива сума» does not directly define the adjective.,clean-candidate,"minimal → «мінімальний»; definition (the smallest possible amount, quantity or degree) conveys the sense despite noun-framing; adjective POS matches.",Найменша можлива сума,P2,medium,pos-alignment,"«Найменша можлива сума…» is a noun phrase rather than an adjective definition; conveys minimal, so P2 (Pass A).",definitionUa,"Найменший можливий за кількістю, розміром або ступенем."
SB-0471,evolutionary,adj.,еволюційний,Відносно біологічної теорії еволюції або до неї.,P1,«Відносно ... або до неї» is a malformed Russian-influenced calque.,clean-candidate,evolutionary → «еволюційний»; definition (relating to the biological theory of evolution) is accurate; adjective POS matches.,Відносно біологічної теорії еволюції або до неї,P2,medium,calque-russianism,"«Відносно… або до неї» is a malformed Russian-influenced calque; conveys evolutionary, so P2 (Pass A graded P1).",definitionUa,Пов’язаний з еволюцією або теорією еволюції.
SB-0276,convict,v.,засуджувати,Визнати винним в результаті судового розгляду або (неофіційного) в моральному сенсі.,P1,The malformed parenthetical «або (неофіційного) в моральному сенсі» is not valid Ukrainian syntax.,clean-candidate,"convict → «засуджувати»; definition (to find guilty as a result of a trial, or informally in a moral sense) is accurate; verb POS matches.",(неофіційного) в моральному сенсі,P2,medium,grammar-syntax,"the parenthetical «(неофіційного) в моральному сенсі» is not valid Ukrainian syntax; conveys convict, so P2 (Pass A graded P1).",definitionUa,Офіційно визнати особу винною за рішенням суду.
SB-1724,anticipated,word family,очікуваний,очікується прибуття; заплановано,P1,Lowercase impersonal phrases «очікується ... заплановано» do not align with anticipated.,clean-candidate,anticipated → «очікуваний»; definition (expected; planned) conveys the sense despite terse phrasing; consistent gloss.,очікується прибуття; заплановано,P2,medium,pos-alignment,"lowercase impersonal «очікується… заплановано» does not align with the participle anticipated; conveys the sense, so P2 (Pass A graded P1).",definitionUa,Очікуваний або передбачений заздалегідь.
SB-0936,prosperity,n.,процвітання,Умова процвітання: наявність удачі та багатства.,P2,«Наявність удачі та багатства» is a stiff and narrow description of prosperity.,clean-candidate,prosperity → «процвітання»; definition (the condition of prospering: good fortune and wealth) conveys the sense; noun POS matches.,наявність удачі та багатства,P2,medium,idiomatic-ukrainian,"«наявність удачі та багатства» is a stiff, narrow description of prosperity; comprehensible, so P2 (Pass A).",definitionUa,"Стан успішного розвитку, добробуту й достатку."
SB-0359,destructive,adj.,руйнівний,Заподіяння руйнування; завдає шкоди.,P2,The definition alternates between a noun phrase and a finite verb instead of defining the adjective.,clean-candidate,destructive → «руйнівний»; definition (causing destruction; harmful) is accurate; adjective POS matches.,Заподіяння руйнування; завдає шкоди,P2,medium,pos-alignment,"the definition alternates a noun phrase with a finite verb rather than defining the adjective; conveys destructive, so P2 (Pass A).",definitionUa,"Такий, що руйнує або завдає значної шкоди."
SB-0620,infect,v.,заразити,"Привести (тіло або його частину) в контакт з речовиною, що викликає хворобу (збудником), щоб збудник почав діяти на організм;",P2,The definition ends with a semicolon instead of terminal punctuation.,clean-candidate,infect → «заразити»; definition (bring a body into contact with a disease-causing agent) conveys the sense; trailing semicolon trivial.,щоб збудник почав діяти на організм;,P2,high,ui-formatting,content is correct; the definition ends on a semicolon rather than terminal punctuation — cosmetic P2 (Pass A).,definitionUa,"Заразити організм збудником хвороби, щоб той почав у ньому розмножуватися або діяти."
SB-0842,overwhelm,v.,переповнювати,Емоційно долати.,P2,"The definition covers only emotional overwhelm and omits being overcome by quantity, force, or demands.",clean-candidate,overwhelm → «переповнювати»; definition 'emotionally overcome' fits the emotional-overwhelm sense; verb POS matches.,Емоційно долати,P2,medium,sense-coverage,"«Емоційно долати» covers only emotional overwhelm and omits being overcome by quantity/force/demands; comprehensible, so P2 (Pass A).",definitionUa,"Повністю долати силою, кількістю або сильними емоціями."
SB-0799,niche,n.,ніша,"Будь-яка позиція можливостей, для якої вона добре підходить, наприклад певний ринок у бізнесі.",P1,The pronoun «вона» has no valid antecedent and the definition is not usable Ukrainian.,clean-candidate,"niche → «ніша»; definition (a position of opportunity one is well suited to, e.g. a market) captures the figurative business sense; noun POS matches.",для якої вона добре підходить,P1,medium,grammar-syntax,"the pronoun «вона» has no valid antecedent, leaving the definition ungrammatical and unclear; Pass A's broken-syntax defect is confirmed.",definitionUa,"Спеціалізована сфера або позиція, що добре відповідає певним здібностям чи потребам, зокрема сегмент ринку."
SB-0205,colonial,adj.,колоніальний,З колонії або відноситься до неї.,P1,"«Відноситься до» is a Russian-influenced calque, and the coordination is grammatically defective.",clean-candidate,colonial → «колоніальний»; definition (of or relating to a colony) is accurate; adjective POS matches.,відноситься до неї,P2,medium,calque-russianism,"«відноситься до» is a Russian-influenced calque and the coordination is defective; conveys colonial, so P2 (Pass A graded P1).",definitionUa,"Такий, що стосується колонії або колоніалізму."
SB-1410,previous,word family,попередній,"попередній; що відбувається перед чимось іншим, у часі чи порядку.",P2,The definition starts lowercase and repeats the headword.,clean-candidate,previous → «попередній»; definition (occurring before something else in time or order) is accurate; leading restatement of the gloss is trivial.,попередній; що відбувається,P2,high,ui-formatting,"the definition starts lowercase and restates the headword before clarifying; cosmetic/thin, so P2 (Pass A).",definitionUa,"Такий, що відбувається або розташований раніше в часі чи порядку."
SB-1557,external,word family,зовнішній,Поза чим-небудь; на зовнішній вигляд.,P1,«На зовнішній вигляд» means apparently and does not define external.,clean-candidate,external → «зовнішній»; definition (outside of something; on the exterior) conveys the sense; adjective POS matches.,на зовнішній вигляд,P1,high,semantic-fidelity,"«на зовнішній вигляд» means 'apparently/in appearance', not external; a false-sense addition that mis-teaches the adjective; Pass A's defect is confirmed.",definitionUa,Розташований поза чимось або пов’язаний із зовнішньою стороною.
SB-0442,encouragement,n.,заохочення,"Слова чи дії, які підвищують чиюсь впевненість",P2,The definition is missing terminal punctuation.,clean-candidate,encouragement → «заохочення»; definition (words or actions that raise someone's confidence) is accurate; noun POS matches.,підвищують чиюсь впевненість,P2,high,ui-formatting,content is correct; only the terminal period is missing — cosmetic P2 (Pass A).,definitionUa,"Слова чи дії, які підвищують чиюсь упевненість."
